Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-09,PG,sideways,-0.37,12.76,-0.0472,251144.08,12.32,-0.0456,259030.7,11.2,-0.0414,279302.83,15.0,-0.0555,210522.39,-0.37,996300.0,Defector
2,2025-06-25,PG,sideways,-0.53,10.17,-0.0539,261883.17,10.0,-0.053,272163.45,10.0,-0.053,293463.37,15.0,-0.0795,172490.0,-0.53,991019.61,Signal Follower
3,2025-06-06,PG,sideways,0.45,34.58,0.1556,258508.1,11.81,0.0531,245831.35,79.14,0.3561,337830.86,15.0,0.0675,157829.69,0.45,995479.2,Defector
4,2025-05-29,PG,sideways,1.09,7.71,0.0841,221277.5,33.03,0.3601,234581.11,74.77,0.815,377082.5,59.9,0.6529,167058.89,1.09,1006329.92,Defector
5,2025-05-20,PG,sideways,0.63,31.59,0.199,193709.57,36.37,0.2291,212284.44,68.23,0.4298,415511.22,62.81,0.3957,178494.78,0.63,1012669.8,Defector
6,2025-05-15,PG,bull,1.77,36.17,0.6402,195771.3,43.05,0.762,223701.65,17.0,0.3009,369983.63,63.1,1.1169,210543.43,1.77,1030594.06,Tit-for-Tat
7,2025-05-12,PG,bull,2.2,31.59,0.6951,202448.43,30.28,0.6662,229103.97,10.5,0.231,323492.35,48.67,1.0708,244955.25,2.2,1053267.12,Tit-for-Tat
8,2025-05-07,PG,bull,0.17,10.17,0.0173,174847.06,24.18,0.0411,212833.55,66.58,0.1132,364474.67,41.94,0.0713,247844.72,0.17,1055057.68,Defector
9,2025-05-02,PG,bull,-0.25,7.71,-0.0193,204244.54,30.69,-0.0767,227629.79,72.29,-0.1807,324758.47,51.1,-0.1278,243367.19,-0.25,1052420.03,Signal Follower
10,2025-04-29,PG,bull,0.6,7.71,0.0463,181011.81,33.59,0.2015,225736.48,70.08,0.4205,370342.8,15.0,0.09,222908.91,0.6,1058734.55,Defector
11,2025-04-24,PG,bull,-0.6,10.17,-0.061,208223.02,24.65,-0.1479,246453.16,75.62,-0.4537,328011.34,53.56,-0.3213,217312.48,-0.6,1052382.15,Signal Follower
12,2025-04-21,PG,bull,-2.44,7.71,-0.1882,233540.03,35.51,-0.8665,247647.43,70.27,-1.7146,281726.8,15.0,-0.366,237085.73,-2.44,1026704.02,Signal Follower
13,2025-04-10,PG,bull,0.41,10.17,0.0417,212908.69,24.7,0.1013,239532.52,75.3,0.3087,327037.62,15.0,0.0615,220521.17,0.41,1030913.51,Defector
14,2025-04-07,PG,sideways,-2.1,5.0,-0.105,245170.92,29.09,-0.6108,254362.84,76.69,-1.6105,289363.9,57.21,-1.2013,211102.34,-2.1,1009264.33,Signal Follower
15,2025-03-28,PG,sideways,-0.8,5.0,-0.04,274400.19,38.95,-0.3116,249780.12,69.78,-0.5583,248083.18,15.0,-0.12,227736.51,-0.8,1001190.21,Signal Follower
16,2025-03-25,PG,bear,-1.48,7.71,-0.1142,297665.94,23.95,-0.3545,255642.82,75.18,-1.1126,205911.96,15.0,-0.222,240779.28,-1.48,986372.6,Signal Follower
17,2025-03-20,PG,bear,-0.79,7.71,-0.0609,320066.03,25.84,-0.2041,258035.08,77.22,-0.6101,169377.65,15.0,-0.1185,252521.23,-0.79,978580.25,Signal Follower
18,2025-03-17,PG,bear,0.83,32.85,0.2726,317694.91,27.97,0.2321,250635.04,76.91,0.6383,200674.36,15.0,0.1245,230995.7,0.83,986702.47,Defector
19,2025-03-07,PG,bear,1.07,10.17,0.1088,278429.79,32.11,0.3436,243006.94,72.36,0.7743,228871.55,58.34,0.6242,249691.72,1.07,997260.19,Defector
20,2025-02-27,PG,bear,0.66,7.71,0.0509,238319.59,35.87,0.2367,237014.81,68.23,0.4503,254636.43,60.89,0.4019,270029.17,0.66,1003842.1,Defector
21,2025-02-24,PG,bear,0.19,7.71,0.0147,202183.98,34.93,0.0664,227799.0,67.59,0.1284,279187.66,62.91,0.1195,290829.35,0.19,1005749.4,Defector
22,2025-02-19,PG,sideways,0.23,7.71,0.0177,169724.71,35.25,0.0811,217166.15,67.41,0.155,303285.92,62.33,0.1434,309823.23,0.23,1008062.63,Defector
23,2025-02-13,PG,sideways,0.82,32.45,0.2661,146907.68,37.29,0.3058,194713.92,67.45,0.5531,330641.02,62.41,0.5117,327737.37,0.82,1016328.74,Defector
24,2025-01-31,PG,sideways,-0.01,5.0,-0.0005,164424.31,44.96,-0.0045,185011.41,10.0,-0.001,363070.82,62.21,-0.0062,287493.46,-0.01,1016227.11,Signal Follower
25,2025-01-23,PG,sideways,1.39,5.0,0.0695,144907.9,23.12,0.3213,177017.87,66.31,0.9216,412725.18,15.0,0.2085,265349.04,1.39,1030352.66,Defector
26,2025-01-17,PG,bull,0.87,7.71,0.0671,122515.03,23.14,0.2013,159446.54,77.81,0.677,452618.56,50.91,0.443,265419.87,0.87,1039316.73,Defector
27,2025-01-14,PG,bull,0.56,5.0,0.028,99520.63,38.32,0.2146,148940.52,71.37,0.3997,477479.21,65.25,0.3654,274059.64,0.56,1045136.91,Defector
28,2025-01-03,PG,bull,-0.67,5.0,-0.0335,120839.34,39.65,-0.2657,159322.57,66.9,-0.4483,456489.22,65.74,-0.4404,263348.88,-0.67,1038134.49,Signal Follower
29,2024-12-30,PG,bull,-0.94,5.0,-0.047,139999.36,38.63,-0.3631,161060.51,66.6,-0.6261,405398.14,15.0,-0.141,293541.98,-0.94,1028376.02,Signal Follower
30,2024-12-19,PG,sideways,0.11,5.0,0.0055,122612.24,25.53,0.0281,152886.87,75.23,0.0828,456912.74,15.0,0.0165,267588.15,0.11,1029507.24,Defector
31,2024-12-11,PG,sideways,-1.38,7.71,-0.1065,145345.62,25.22,-0.348,170841.85,77.41,-1.0683,417982.86,57.16,-0.7888,265829.67,-1.38,1015300.04,Signal Follower
32,2024-12-03,PG,sideways,-1.87,10.17,-0.1902,164963.06,36.2,-0.6769,174370.3,69.98,-1.3087,364594.99,15.0,-0.2805,296071.65,-1.87,996313.93,Signal Follower
33,2024-11-27,PG,sideways,-0.36,7.71,-0.0278,184119.2,25.2,-0.0907,182677.5,74.77,-0.2692,311197.61,15.0,-0.054,322005.69,-0.36,992727.2,Signal Follower
34,2024-11-22,PG,sideways,1.22,10.17,0.1241,166896.8,25.75,0.3141,176150.55,77.01,0.9396,359296.27,15.0,0.183,297656.38,1.22,1004838.47,Defector
35,2024-11-19,PG,sideways,0.04,7.71,0.0031,140801.64,26.84,0.0107,160810.23,76.51,0.0306,392629.94,58.41,0.0234,305758.18,0.04,1005240.4,Defector
36,2024-11-14,PG,bear,0.22,10.17,0.0224,115685.92,36.28,0.0798,149140.58,69.51,0.1529,416998.59,64.21,0.1413,318174.91,0.22,1007451.93,Defector
37,2024-11-11,PG,bear,-0.58,31.59,-0.1833,135551.39,36.72,-0.213,169634.22,66.56,-0.386,391087.3,64.05,-0.3715,303727.09,-0.58,1001608.71,Signal Follower
38,2024-11-06,PG,bear,-2.75,17.1,-0.4701,144153.9,42.65,-1.1728,140468.0,16.0,-0.44,419854.69,26.92,-0.7402,295523.41,-2.75,974064.47,Signal Follower
