Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,GOOGL,sideways,0.3,5.0,0.015,213152.22,11.0,0.033,255263.97,10.0,0.03,248245.34,15.0,0.045,283338.46,0.3,1003000.0,Tit-for-Tat
2,2025-07-09,GOOGL,sideways,0.78,5.0,0.039,179936.12,11.0,0.0858,258058.19,10.0,0.078,244062.38,15.0,0.117,317943.31,0.78,1010823.4,Tit-for-Tat
3,2025-07-03,GOOGL,sideways,0.58,5.0,0.029,166297.09,11.0,0.0638,243602.16,79.83,0.463,285775.38,15.0,0.087,304325.38,0.58,1016686.18,Defector
4,2025-06-30,GOOGL,sideways,-2.52,43.78,-1.1034,175970.5,26.23,-0.661,279426.39,79.83,-2.0118,250234.04,61.73,-1.5557,294369.06,-2.52,991065.68,Cooperator
5,2025-06-25,GOOGL,sideways,1.82,36.17,0.6583,183485.07,48.35,0.8799,319663.31,17.0,0.3094,221025.09,23.46,0.427,275826.53,1.82,1009103.08,Cooperator
6,2025-06-20,GOOGL,bear,-4.2,36.17,-1.5191,188292.36,22.98,-0.9652,354157.08,67.0,-2.8141,184595.56,42.08,-1.7673,272955.0,-4.2,966720.75,Signal Follower
7,2025-06-16,GOOGL,sideways,1.17,5.0,0.0585,162516.17,40.58,0.4748,361270.0,68.13,0.7971,210737.61,29.82,0.3489,265476.21,1.17,978031.38,Cooperator
8,2025-06-11,GOOGL,bear,-1.35,5.0,-0.0675,183118.4,29.72,-0.4013,370006.59,72.43,-0.9779,178486.02,32.91,-0.4442,268388.99,-1.35,964827.96,Signal Follower
9,2025-06-06,GOOGL,sideways,1.67,5.0,0.0835,165720.1,31.62,0.5281,372586.28,73.73,1.2313,208522.67,15.0,0.2505,253170.95,1.67,980940.59,Defector
10,2025-06-03,GOOGL,sideways,-0.78,10.17,-0.0793,185420.97,24.87,-0.194,395821.24,76.4,-0.5959,180211.1,56.11,-0.4377,238546.69,-0.78,973289.25,Signal Follower
11,2025-05-29,GOOGL,bear,-1.23,36.17,-0.4449,187197.96,38.39,-0.4722,395158.74,69.81,-0.8586,151228.68,15.0,-0.1845,266414.62,-1.23,961317.79,Tit-for-Tat
12,2025-05-23,GOOGL,bear,-0.35,5.0,-0.0175,205210.82,34.35,-0.1202,386880.62,70.07,-0.2453,126494.19,15.0,-0.0525,281414.38,-0.35,957953.18,Signal Follower
13,2025-05-20,GOOGL,bear,-1.47,41.66,-0.6124,197515.47,27.02,-0.3972,396426.91,75.94,-1.1163,103342.58,15.0,-0.2205,302715.03,-1.47,943871.27,Tit-for-Tat
14,2025-05-15,GOOGL,bear,-1.13,5.0,-0.0565,214873.52,37.34,-0.4219,381577.74,71.05,-0.8029,85964.59,15.0,-0.1695,317584.15,-1.13,933205.52,Signal Follower
15,2025-05-12,GOOGL,bear,0.62,10.17,0.0631,204193.25,24.25,0.1503,383940.76,75.44,0.4678,103977.1,15.0,0.093,307888.89,0.62,938991.4,Cooperator
16,2025-05-07,GOOGL,bear,-7.74,47.86,-3.7044,193783.6,29.63,-2.2937,398044.37,76.76,-5.9415,84213.59,26.42,-2.0451,323958.44,-7.74,866313.46,Defector
17,2025-05-02,GOOGL,bear,0.38,10.17,0.0387,165758.14,38.24,0.1453,391638.48,67.68,0.2572,94208.04,58.23,0.2213,348395.33,0.38,869605.45,Tit-for-Tat
18,2025-04-29,GOOGL,bear,-0.1,5.0,-0.005,190083.7,38.23,-0.0382,391070.38,67.22,-0.0672,81887.96,45.26,-0.0453,336957.96,-0.1,868735.85,Signal Follower
19,2025-04-24,GOOGL,bear,2.0,5.0,0.1,174553.43,33.46,0.6691,404943.03,70.25,1.405,97200.37,15.0,0.3,323303.16,2.0,886110.57,Cooperator
20,2025-04-21,GOOGL,bear,-0.81,48.41,-0.3921,165052.96,27.59,-0.2235,425720.74,76.09,-0.6163,78244.64,33.02,-0.2675,330981.66,-0.81,878933.07,Defector
21,2025-04-15,GOOGL,bear,-1.77,5.79,-0.1025,192119.78,43.73,-0.774,426069.52,66.83,-1.1829,70535.08,57.76,-1.0224,311275.62,-1.77,863375.95,Signal Follower
22,2025-04-10,GOOGL,bear,-2.38,47.86,-1.1391,178472.25,35.89,-0.8541,421741.96,67.12,-1.5974,58618.29,15.0,-0.357,341167.51,-2.38,842827.61,Tit-for-Tat
23,2025-04-07,GOOGL,bear,3.67,41.0,1.5048,185936.21,38.43,1.4103,432999.19,68.54,2.5155,70560.46,18.6,0.6826,310504.13,3.67,873759.38,Cooperator
24,2025-04-02,GOOGL,bear,1.22,47.86,0.5839,196889.61,35.42,0.4321,416152.74,68.66,0.8377,86253.07,36.35,0.4435,300704.58,1.22,884419.24,Cooperator
25,2025-03-28,GOOGL,bear,-3.84,36.17,-1.3889,201434.99,40.77,-1.5656,411373.9,65.06,-2.4984,69519.26,31.73,-1.2185,317671.85,-3.84,850457.55,Defector
26,2025-03-25,GOOGL,sideways,0.94,5.0,0.047,172675.62,37.43,0.3518,412249.08,66.89,0.6287,78818.89,50.04,0.4704,336256.42,0.94,858451.85,Tit-for-Tat
27,2025-03-20,GOOGL,sideways,0.76,47.86,0.3637,179829.4,34.11,0.2592,383213.0,69.59,0.5289,96016.73,44.48,0.3381,340940.87,0.76,864976.08,Tit-for-Tat
28,2025-03-17,GOOGL,sideways,-0.45,47.86,-0.2154,162276.88,42.51,-0.1913,381174.97,31.5,-0.1417,113740.89,41.88,-0.1885,342807.26,-0.45,861083.69,Defector
29,2025-03-12,GOOGL,sideways,0.32,47.86,0.1532,193231.94,33.97,0.1087,374746.35,31.5,0.1008,107630.56,31.5,0.1008,324391.15,0.32,863839.16,Cooperator
