Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,KO,sideways,-0.47,52.55,-0.247,230040.51,15.0,-0.0705,292518.21,50.0,-0.235,234283.73,44.67,-0.2099,243157.55,-0.47,248825.0,Cooperator
2,2025-07-09,KO,sideways,-0.97,55.03,-0.5337,205576.63,15.0,-0.1455,324342.58,55.0,-0.5335,209400.24,21.83,-0.2118,260680.56,-0.97,246411.4,Cooperator
3,2025-07-03,KO,sideways,0.44,52.55,0.2312,228666.74,15.0,0.066,292059.21,55.0,0.242,235813.97,20.93,0.0921,243460.07,0.44,247495.61,Defector
4,2025-06-30,KO,sideways,0.88,52.55,0.4624,218451.96,50.0,0.44,258553.67,55.0,0.484,241147.82,59.92,0.5273,281846.55,0.88,249673.57,Cooperator
5,2025-06-20,KO,sideways,-0.36,55.03,-0.1981,222972.87,50.0,-0.18,291743.67,55.0,-0.198,246268.26,63.08,-0.2271,239015.2,-0.36,248774.74,Signal Follower
6,2025-06-16,KO,sideways,-0.96,50.43,-0.4841,223734.71,50.0,-0.48,296959.98,55.0,-0.528,209152.42,46.67,-0.448,270152.89,-0.96,246386.51,Tit-for-Tat
7,2025-06-11,KO,sideways,-0.28,52.55,-0.1471,210397.23,50.0,-0.14,302180.06,55.0,-0.154,181175.73,46.17,-0.1293,306246.99,-0.28,245696.62,Defector
8,2025-06-06,KO,sideways,0.38,50.43,0.1916,209651.25,35.0,0.133,256789.66,55.0,0.209,188405.73,64.17,0.2438,345153.36,0.38,246630.27,Tit-for-Tat
9,2025-06-03,KO,sideways,-0.77,50.43,-0.3883,230992.16,50.0,-0.385,285744.12,55.0,-0.4235,185572.22,59.79,-0.4604,297691.49,-0.77,244731.22,Defector
10,2025-05-29,KO,sideways,0.69,52.55,0.3626,217430.45,50.0,0.345,254871.82,55.0,0.3795,183470.85,63.67,0.4393,344226.87,0.69,246419.86,Tit-for-Tat
11,2025-05-23,KO,sideways,0.32,52.55,0.1682,204428.94,50.0,0.16,220109.84,55.0,0.176,185998.92,58.92,0.1885,389462.3,0.32,247208.41,Tit-for-Tat
12,2025-05-20,KO,sideways,-0.15,52.55,-0.0788,215653.69,50.0,-0.075,256583.22,55.0,-0.0825,176415.65,56.07,-0.0841,351347.44,-0.15,246837.59,Defector
13,2025-05-12,KO,sideways,-0.88,52.55,-0.4624,231388.17,50.0,-0.44,288265.07,55.0,-0.484,180726.98,63.67,-0.5603,299619.77,-0.88,244665.42,Defector
14,2025-05-07,KO,sideways,0.95,52.55,0.4992,217500.28,50.0,0.475,258053.51,55.0,0.5225,177654.62,64.93,0.6169,346791.58,0.95,246989.75,Tit-for-Tat
15,2025-04-29,KO,sideways,1.63,50.43,0.822,196295.35,50.0,0.815,230293.14,55.0,0.8965,179422.52,60.37,0.984,393988.99,1.63,251015.68,Tit-for-Tat
16,2025-04-24,KO,sideways,-0.68,50.43,-0.3429,206259.16,70.0,-0.476,200172.04,40.0,-0.272,205888.2,57.63,-0.3919,387680.61,-0.68,249308.77,Defector
17,2025-04-21,KO,sideways,-0.83,50.43,-0.4186,233987.51,70.0,-0.581,175370.66,55.0,-0.4565,221143.93,64.17,-0.5326,369497.89,-0.83,247239.51,Signal Follower
18,2025-04-15,KO,sideways,-1.05,50.43,-0.5295,230467.54,50.0,-0.525,175222.21,55.0,-0.5775,184359.37,46.67,-0.49,409950.87,-1.05,244643.49,Cooperator
19,2025-04-10,KO,sideways,0.81,52.5,0.4252,239055.72,35.0,0.2835,158734.96,70.0,0.567,215446.36,40.0,0.324,386762.96,0.81,246625.11,Tit-for-Tat
20,2025-04-02,KO,sideways,-0.88,52.55,-0.4624,219981.83,50.0,-0.44,153616.75,55.0,-0.484,188416.58,41.17,-0.3623,437984.84,-0.88,244454.81,Cooperator
21,2025-03-25,KO,sideways,-0.2,55.03,-0.1101,194430.06,50.0,-0.1,148398.84,55.0,-0.11,166608.66,40.58,-0.0812,490562.44,-0.2,243965.9,Cooperator
22,2025-03-20,KO,sideways,0.58,52.55,0.3048,216281.74,50.0,0.29,157574.42,55.0,0.319,193424.95,40.93,0.2374,432718.89,0.58,245380.9,Tit-for-Tat
23,2025-03-17,KO,sideways,1.27,52.55,0.6674,236989.1,50.0,0.635,164206.91,55.0,0.6985,221912.48,41.87,0.5317,376891.52,1.27,248497.24,Tit-for-Tat
24,2025-03-12,KO,sideways,-0.61,52.55,-0.3206,229643.3,70.0,-0.427,135338.89,40.0,-0.244,238145.75,42.43,-0.2588,396872.06,-0.61,246981.4,Defector
25,2025-03-04,KO,bear,-2.61,52.5,-1.3703,251186.49,50.0,-1.305,155546.55,55.0,-1.4355,247269.46,62.5,-1.6312,345997.5,-2.61,240535.19,Cooperator
26,2025-02-24,KO,bear,-0.35,55.03,-0.1926,250115.62,25.0,-0.0875,174424.5,90.0,-0.315,210030.17,40.58,-0.142,365429.71,-0.35,239693.31,Cooperator
27,2025-02-13,KO,sideways,0.72,52.55,0.3784,275536.3,35.0,0.252,164315.92,55.0,0.396,236055.43,28.93,0.2083,324092.35,0.72,241419.11,Signal Follower
28,2025-02-10,KO,sideways,0.7,52.55,0.3679,292488.09,35.0,0.245,137923.08,55.0,0.385,257897.87,44.67,0.3127,311690.96,0.7,243109.04,Signal Follower
29,2025-02-05,KO,sideways,0.64,52.55,0.3363,309187.57,50.0,0.32,136573.78,55.0,0.352,289190.29,44.67,0.2859,265048.36,0.64,244664.94,Signal Follower
30,2025-01-28,KO,sideways,-1.81,50.43,-0.9128,319402.61,70.0,-1.267,111626.59,55.0,-0.9955,284175.22,46.67,-0.8447,284795.58,-1.81,240236.5,Cooperator
31,2025-01-23,KO,sideways,-0.44,50.43,-0.2219,328705.71,50.0,-0.22,115339.94,70.0,-0.308,238782.35,41.67,-0.1833,317171.99,-0.44,239179.46,Cooperator
32,2025-01-14,KO,sideways,0.62,50.43,0.3127,343530.9,35.0,0.217,98078.26,55.0,0.341,263329.83,41.33,0.2563,295061.01,0.62,240662.37,Signal Follower
33,2025-01-08,KO,sideways,1.18,52.55,0.6201,358057.22,35.0,0.413,80832.74,55.0,0.649,282482.2,44.67,0.5271,278627.84,1.18,243502.19,Signal Follower
34,2025-01-03,KO,sideways,-0.24,52.55,-0.1261,314329.28,50.0,-0.12,75193.62,40.0,-0.096,320775.72,44.67,-0.1072,289701.38,-0.24,242917.79,Cooperator
35,2024-12-30,KO,sideways,-0.5,50.43,-0.2521,315512.67,70.0,-0.35,61607.32,55.0,-0.275,308164.24,41.67,-0.2083,314715.77,-0.5,241703.2,Cooperator
36,2024-12-24,KO,sideways,1.03,46.89,0.483,307767.26,50.0,0.515,64182.15,55.0,0.5665,353948.72,42.0,0.4326,274101.87,1.03,244192.74,Defector
37,2024-12-16,KO,sideways,-1.08,64.78,-0.6996,277009.65,50.0,-0.54,67118.34,40.0,-0.432,405032.22,63.25,-0.6831,250839.78,-1.08,241555.46,Cooperator
38,2024-12-03,KO,sideways,-0.31,55.03,-0.1706,282661.5,50.0,-0.155,71756.19,70.0,-0.217,354519.69,40.58,-0.1258,291062.61,-0.31,240806.64,Cooperator
39,2024-11-27,KO,sideways,-0.82,52.55,-0.4309,268270.37,50.0,-0.41,71558.99,55.0,-0.451,320067.62,40.93,-0.3357,340103.01,-0.82,238832.02,Cooperator
40,2024-11-22,KO,sideways,-0.5,52.55,-0.2628,253240.02,35.0,-0.175,83178.69,55.0,-0.275,292377.6,40.7,-0.2035,371203.69,-0.5,237637.86,Cooperator
41,2024-11-14,KO,sideways,-0.89,52.55,-0.4677,234020.87,35.0,-0.3115,92923.7,55.0,-0.4895,262309.51,35.97,-0.3201,410745.93,-0.89,235522.88,Cooperator
42,2024-11-06,KO,bear,-1.12,66.63,-0.7462,201536.23,35.0,-0.392,102475.0,55.0,-0.616,249194.67,36.97,-0.414,446794.11,-1.12,232885.03,Cooperator
43,2024-11-01,KO,bear,-0.7,52.55,-0.3679,194720.18,35.0,-0.245,111525.86,70.0,-0.49,210503.67,35.97,-0.2518,483250.29,-0.7,231254.83,Cooperator
44,2024-10-29,KO,bear,-1.1,52.55,-0.5781,175021.04,35.0,-0.385,121184.5,55.0,-0.605,183690.49,35.97,-0.3956,520103.96,-1.1,228711.03,Cooperator
