Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,AAPL,sideways,-0.62,50.43,-0.3127,233277.58,15.0,-0.093,293091.36,50.0,-0.31,234001.74,46.67,-0.2893,239629.32,-0.62,993800.0,Cooperator
2,2025-07-09,AAPL,sideways,0.77,50.43,0.3883,255037.33,15.0,0.1155,259539.45,55.0,0.4235,262101.35,22.92,0.1765,223321.87,0.77,1001452.26,Defector
3,2025-07-03,AAPL,sideways,0.66,50.43,0.3328,263326.59,15.0,0.099,216148.7,55.0,0.363,277372.89,60.42,0.3988,243151.82,0.66,1008061.84,Defector
4,2025-06-30,AAPL,sideways,1.56,52.5,0.819,249287.84,50.0,0.78,190050.91,55.0,0.858,281287.69,60.0,0.936,279373.56,1.56,1023787.61,Defector
5,2025-06-25,AAPL,sideways,0.05,52.5,0.0262,244164.99,70.0,0.035,216463.63,40.0,0.02,243455.11,61.25,0.0306,295916.27,0.05,1024299.5,Tit-for-Tat
6,2025-06-20,AAPL,bull,1.39,52.5,0.7297,224704.17,70.0,0.973,254978.76,55.0,0.7645,233011.14,55.94,0.7775,287305.93,1.39,1038537.27,Tit-for-Tat
7,2025-06-16,AAPL,bull,0.57,62.45,0.356,234638.03,70.0,0.399,283652.28,40.0,0.228,196000.38,56.95,0.3246,285709.31,0.57,1044456.93,Cooperator
8,2025-06-11,AAPL,sideways,-2.32,62.45,-1.4489,243684.94,70.0,-1.624,256955.26,55.0,-1.276,229239.61,67.75,-1.5718,270120.19,-2.32,1020225.53,Defector
9,2025-06-06,AAPL,sideways,0.45,50.43,0.2269,230682.82,40.0,0.18,227280.32,85.0,0.3825,264221.89,64.17,0.2888,277814.97,0.45,1024816.54,Defector
10,2025-06-03,AAPL,bull,0.95,54.07,0.5136,223150.32,50.0,0.475,197186.75,55.0,0.5225,261651.82,61.29,0.5823,318011.1,0.95,1034552.3,Tit-for-Tat
