Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,SPY,sideways,0.26,52.5,0.1365,272126.11,15.0,0.039,208908.65,50.0,0.13,267911.61,40.0,0.104,251053.62,0.26,1002600.0,Signal Follower
2,2025-07-09,SPY,sideways,0.21,52.5,0.1102,289642.23,15.0,0.0315,173409.95,55.0,0.1155,289341.1,40.0,0.084,247606.72,0.21,1004705.46,Defector
3,2025-06-30,SPY,sideways,0.08,50.08,0.0401,292969.34,15.0,0.012,141751.74,55.0,0.044,300547.78,60.5,0.0484,264731.14,0.08,1005509.22,Defector
4,2025-06-25,SPY,sideways,-0.13,64.78,-0.0842,266915.94,50.0,-0.065,163994.08,55.0,-0.0715,322709.61,63.6,-0.0827,246380.37,-0.13,1004202.06,Cooperator
5,2025-06-20,SPY,sideways,-0.69,52.55,-0.3626,254380.39,50.0,-0.345,164367.38,55.0,-0.3795,292289.55,41.17,-0.284,288962.68,-0.69,997273.07,Cooperator
6,2025-06-16,SPY,sideways,0.38,52.5,0.1995,269131.74,50.0,0.19,166661.01,55.0,0.209,322110.21,40.0,0.152,242097.04,0.38,1001062.71,Defector
7,2025-06-11,SPY,sideways,-0.47,52.5,-0.2467,285132.98,50.0,-0.235,189595.93,55.0,-0.2585,316085.42,58.75,-0.2761,209185.68,-0.47,996357.71,Cooperator
8,2025-06-06,SPY,sideways,0.08,52.5,0.042,296478.73,50.0,0.04,188934.9,55.0,0.044,342342.22,40.0,0.032,172244.14,0.08,997154.8,Defector
9,2025-06-03,SPY,sideways,0.63,52.55,0.3311,283239.73,50.0,0.315,167262.93,55.0,0.3465,350091.84,59.92,0.3775,199405.5,0.63,1003436.87,Defector
10,2025-05-29,SPY,sideways,-0.51,46.89,-0.2392,314724.55,50.0,-0.255,176788.22,55.0,-0.2805,339482.57,62.0,-0.3162,169004.66,-0.51,998319.34,Cooperator
11,2025-05-15,SPY,sideways,0.84,52.55,0.4414,323792.21,50.0,0.42,173463.7,55.0,0.462,364791.45,41.17,0.3458,137952.64,0.84,1006705.23,Defector
12,2025-05-12,SPY,sideways,0.26,52.5,0.1365,310271.75,50.0,0.13,152712.2,55.0,0.143,377966.65,58.75,0.1528,159049.4,0.26,1009322.66,Defector
13,2025-05-07,SPY,sideways,0.18,52.5,0.0945,295489.03,50.0,0.09,135077.75,55.0,0.099,385596.37,60.0,0.108,183836.85,0.18,1011139.44,Defector
14,2025-05-02,SPY,sideways,0.36,52.5,0.189,279712.01,50.0,0.18,119797.74,55.0,0.198,388038.81,61.25,0.2205,212451.44,0.36,1014779.54,Defector
15,2025-04-29,SPY,sideways,0.99,52.5,0.5198,263100.64,50.0,0.495,106319.96,55.0,0.5445,385605.69,62.5,0.6188,244973.71,0.99,1024825.86,Defector
16,2025-04-24,SPY,bull,1.86,52.5,0.9765,242151.19,70.0,1.302,125943.1,55.0,1.023,369455.17,62.5,1.1625,262450.54,1.86,1043887.62,Defector
17,2025-04-21,SPY,bull,-1.4,66.63,-0.9328,222068.75,70.0,-0.98,112012.47,40.0,-0.56,419508.95,63.97,-0.8955,246409.83,-1.4,1029273.2,Cooperator
18,2025-04-15,SPY,sideways,-0.38,55.03,-0.2091,226720.84,50.0,-0.19,119816.54,70.0,-0.266,367387.38,40.58,-0.1542,286075.24,-0.38,1025361.96,Cooperator
19,2025-04-10,SPY,sideways,-1.43,52.5,-0.7508,214911.95,50.0,-0.715,118852.02,55.0,-0.7865,332073.67,40.0,-0.572,334162.35,-1.43,1010699.28,Cooperator
20,2025-04-07,SPY,bull,3.11,46.89,1.4584,207811.53,35.0,1.0885,104447.57,70.0,2.177,377977.88,41.5,1.2906,309763.02,3.11,1042132.03,Defector
21,2025-04-02,SPY,bull,1.71,52.5,0.8978,219405.9,60.0,1.026,115969.5,25.0,0.4275,323505.39,58.75,1.0046,341119.21,1.71,1059952.49,Tit-for-Tat
22,2025-03-28,SPY,bull,-1.75,52.55,-0.9196,217159.59,70.0,-1.225,96326.74,40.0,-0.7,357220.93,55.23,-0.9665,329292.73,-1.75,1041403.32,Cooperator
23,2025-03-25,SPY,bull,0.03,52.55,0.0158,209670.54,70.0,0.021,106919.98,70.0,0.021,396505.21,41.17,0.0123,286904.26,0.03,1041715.74,Defector
24,2025-03-20,SPY,bull,0.38,66.49,0.2527,233888.49,50.0,0.19,91987.38,55.0,0.209,371802.25,62.5,0.2375,302321.87,0.38,1045674.26,Defector
25,2025-03-17,SPY,sideways,0.77,52.55,0.4046,215857.48,50.0,0.385,79262.93,55.0,0.4235,365009.5,60.93,0.4692,339870.09,0.77,1053725.95,Defector
26,2025-03-12,SPY,sideways,-0.59,52.5,-0.3098,235608.24,50.0,-0.295,91431.39,55.0,-0.3245,375769.28,61.25,-0.3614,297191.09,-0.59,1047508.97,Cooperator
27,2025-03-07,SPY,sideways,0.88,50.43,0.4438,240121.28,50.0,0.44,92371.16,55.0,0.484,418512.65,41.67,0.3667,248994.91,0.88,1056727.05,Defector
28,2025-03-04,SPY,sideways,-0.49,64.78,-0.3174,216671.36,50.0,-0.245,106184.94,55.0,-0.2695,446097.6,63.25,-0.3099,231046.1,-0.49,1051549.08,Cooperator
29,2025-02-27,SPY,sideways,-1.98,52.5,-1.0395,208764.24,50.0,-0.99,107062.7,55.0,-1.089,409850.6,40.0,-0.792,274322.46,-1.98,1030728.41,Cooperator
30,2025-02-24,SPY,sideways,-0.8,52.55,-0.4204,212153.07,35.0,-0.28,123422.18,70.0,-0.56,360850.86,40.93,-0.3275,303573.9,-0.8,1022482.58,Cooperator
31,2025-02-19,SPY,bear,0.47,50.08,0.2354,222187.6,35.0,0.1645,107866.31,55.0,0.2585,398351.12,36.8,0.173,271594.97,0.47,1027288.25,Defector
32,2025-02-13,SPY,sideways,0.87,52.55,0.4572,219705.87,35.0,0.3045,87145.47,55.0,0.4785,403961.99,59.92,0.5213,289186.67,0.87,1036225.66,Defector
33,2025-02-10,SPY,sideways,0.14,52.5,0.0735,202614.13,50.0,0.07,74642.1,55.0,0.077,399069.82,60.0,0.084,323673.95,0.14,1037676.38,Defector
34,2025-02-05,SPY,sideways,0.6,53.96,0.3238,190387.46,50.0,0.3,63366.96,55.0,0.33,384443.75,61.75,0.3705,361801.84,0.6,1043902.43,Defector
35,2025-01-31,SPY,sideways,-0.93,52.5,-0.4882,205796.9,70.0,-0.651,52716.47,55.0,-0.5115,401883.6,62.5,-0.5812,339603.03,-0.93,1034194.14,Cooperator
36,2025-01-28,SPY,sideways,0.65,52.5,0.3412,218037.75,50.0,0.325,53527.41,55.0,0.3575,443509.64,40.0,0.26,284925.19,0.65,1040916.4,Defector
37,2025-01-23,SPY,sideways,0.65,67.12,0.4363,244155.03,50.0,0.325,45988.75,55.0,0.3575,414809.77,61.58,0.4003,295046.45,0.65,1047682.36,Defector
38,2025-01-17,SPY,sideways,0.1,52.55,0.0526,224461.16,50.0,0.05,39473.97,55.0,0.055,405656.48,60.93,0.0609,330408.39,0.1,1048730.04,Defector
39,2025-01-14,SPY,sideways,-0.37,50.43,-0.1866,251588.92,50.0,-0.185,44600.99,55.0,-0.2035,415661.86,62.25,-0.2303,288148.22,-0.37,1044849.74,Cooperator
40,2025-01-08,SPY,sideways,0.13,46.89,0.061,239352.42,50.0,0.065,45437.25,55.0,0.0715,468537.04,42.5,0.0552,246673.28,0.13,1046208.05,Defector
41,2025-01-03,SPY,sideways,0.75,67.12,0.5034,267831.56,50.0,0.375,39010.13,55.0,0.4125,437904.88,61.58,0.4619,255253.44,0.75,1054054.61,Defector
42,2024-12-30,SPY,sideways,0.06,52.5,0.0315,247316.31,50.0,0.03,33456.41,55.0,0.033,433162.76,60.0,0.036,286064.52,0.06,1054687.04,Defector
43,2024-12-24,SPY,sideways,0.88,52.5,0.462,227230.65,50.0,0.44,28799.74,55.0,0.484,423094.87,61.25,0.539,320874.73,0.88,1063968.29,Defector
44,2024-12-19,SPY,sideways,-0.89,52.55,-0.4677,242748.6,70.0,-0.623,23735.77,55.0,-0.4895,437488.2,62.97,-0.5604,296027.43,-0.89,1054498.97,Cooperator
45,2024-12-16,SPY,sideways,0.13,52.5,0.0682,254023.29,50.0,0.065,23804.4,55.0,0.0715,476862.36,40.0,0.052,245309.95,0.13,1055869.82,Defector
46,2024-12-06,SPY,sideways,0.06,52.5,0.0315,233765.67,50.0,0.03,20125.83,55.0,0.033,474496.75,58.75,0.0353,271611.76,0.06,1056503.34,Defector
47,2024-12-03,SPY,sideways,0.09,52.55,0.0473,214829.05,50.0,0.045,17268.3,55.0,0.0495,463851.98,60.93,0.0548,304050.67,0.09,1057454.19,Defector
48,2024-11-27,SPY,sideways,-0.27,52.5,-0.1418,235002.68,50.0,-0.135,19963.25,55.0,-0.1485,478578.24,61.25,-0.1654,266455.84,-0.27,1054599.06,Cooperator
49,2024-11-22,SPY,sideways,0.31,50.43,0.1563,235748.03,50.0,0.155,19852.14,55.0,0.1705,524656.85,41.67,0.1292,219742.98,0.31,1057868.32,Defector
50,2024-11-19,SPY,sideways,0.96,52.55,0.5045,217873.36,50.0,0.48,17001.62,55.0,0.528,519029.82,59.92,0.5752,246095.2,0.96,1068023.86,Defector
51,2024-11-14,SPY,sideways,-0.66,50.43,-0.3328,242664.29,50.0,-0.33,19100.52,55.0,-0.363,524617.54,61.33,-0.4048,213617.65,-0.66,1060974.9,Cooperator
52,2024-11-11,SPY,sideways,-0.18,52.5,-0.0945,236483.92,50.0,-0.09,19478.78,55.0,-0.099,487505.63,40.0,-0.072,256531.67,-0.18,1059065.15,Cooperator
53,2024-11-06,SPY,sideways,0.31,52.5,0.1628,244783.59,50.0,0.155,19323.22,55.0,0.1705,525617.98,40.0,0.124,210275.22,0.31,1062348.25,Defector
54,2024-11-01,SPY,sideways,-0.05,52.55,-0.0263,263935.54,50.0,-0.025,22218.34,55.0,-0.0275,530598.66,59.92,-0.03,183247.45,-0.05,1061817.07,Cooperator
55,2024-10-29,SPY,sideways,0.33,52.5,0.1732,268493.38,50.0,0.165,21661.29,55.0,0.1815,562227.08,40.0,0.132,147618.25,0.33,1065321.07,Defector
56,2024-10-24,SPY,sideways,-0.13,52.5,-0.0682,287806.56,50.0,-0.065,24932.39,55.0,-0.0715,558208.34,58.75,-0.0764,129052.71,-0.13,1063936.15,Cooperator
57,2024-10-21,SPY,sideways,-0.04,52.5,-0.021,286317.02,50.0,-0.02,25955.6,55.0,-0.022,529521.83,40.0,-0.016,158205.55,-0.04,1063510.58,Cooperator
58,2024-10-16,SPY,sideways,0.43,52.5,0.2258,289784.16,50.0,0.215,25176.52,55.0,0.2365,558240.39,40.0,0.172,126798.94,0.43,1068083.67,Defector
59,2024-10-11,SPY,sideways,0.61,52.5,0.3203,271058.87,50.0,0.305,21635.85,55.0,0.3355,564603.05,58.75,0.3584,142702.24,0.61,1074598.98,Defector
60,2024-10-08,SPY,sideways,0.48,52.5,0.252,253524.16,50.0,0.24,18794.93,55.0,0.264,565691.02,60.0,0.288,161989.89,0.48,1079757.06,Defector
61,2024-10-03,SPY,sideways,0.08,52.5,0.042,240906.61,70.0,0.056,23038.83,55.0,0.044,559806.94,61.25,0.049,176247.61,0.08,1080620.86,Defector
62,2024-09-25,SPY,sideways,-0.19,52.5,-0.0997,257106.08,50.0,-0.095,25835.65,55.0,-0.1045,567135.78,62.5,-0.1188,149922.5,-0.19,1078567.68,Cooperator
63,2024-09-17,SPY,sideways,-0.36,64.78,-0.2332,225247.22,50.0,-0.18,27909.99,55.0,-0.198,573489.76,44.5,-0.1602,173353.03,-0.36,1074684.84,Cooperator
64,2024-09-12,SPY,sideways,0.74,52.55,0.3889,228010.83,50.0,0.37,26968.36,55.0,0.407,605871.01,40.93,0.3029,139149.8,0.74,1082637.51,Defector
65,2024-09-09,SPY,sideways,0.32,52.5,0.168,212040.67,50.0,0.16,23041.32,55.0,0.176,609223.79,58.75,0.188,155694.21,0.32,1086101.95,Defector
66,2024-09-04,SPY,sideways,0.14,50.43,0.0706,191587.49,50.0,0.07,20605.64,55.0,0.077,610516.58,61.33,0.0859,177290.29,0.14,1087622.49,Defector
67,2024-08-29,SPY,sideways,-0.35,52.5,-0.1838,205737.87,50.0,-0.175,23384.87,55.0,-0.1925,618355.59,61.25,-0.2144,152521.66,-0.35,1083815.81,Cooperator
68,2024-08-26,SPY,sideways,-0.42,52.55,-0.2207,204572.98,50.0,-0.21,24453.86,55.0,-0.231,584338.6,41.17,-0.1729,186634.56,-0.42,1079263.79,Cooperator
69,2024-08-21,SPY,sideways,0.15,52.5,0.0788,207801.54,50.0,0.075,23805.92,55.0,0.0825,618265.47,40.0,0.06,150127.07,0.15,1080882.68,Defector
70,2024-08-08,SPY,sideways,1.29,52.55,0.6779,193555.8,50.0,0.645,20547.99,55.0,0.7095,616443.52,59.92,0.7729,169452.69,1.29,1094826.07,Defector
71,2024-08-05,SPY,sideways,1.12,50.43,0.5648,206090.99,50.0,0.56,21754.37,40.0,0.448,565655.79,61.33,0.6869,206498.85,1.12,1107088.12,Defector
72,2024-07-18,SPY,sideways,-1.05,50.43,-0.5295,200988.24,70.0,-0.735,17739.41,40.0,-0.42,599817.59,62.25,-0.6536,181454.76,-1.05,1095463.7,Cooperator
73,2024-07-15,SPY,sideways,-0.09,50.43,-0.0454,222110.1,50.0,-0.045,19682.49,70.0,-0.063,541207.86,41.67,-0.0375,216999.55,-0.09,1094477.78,Cooperator
74,2024-07-10,SPY,sideways,0.76,52.55,0.3994,227151.09,50.0,0.38,19214.33,55.0,0.418,577655.73,40.93,0.3111,175978.85,0.76,1102795.81,Defector
75,2024-07-05,SPY,sideways,0.52,52.55,0.2733,210998.73,50.0,0.26,16539.3,55.0,0.286,574374.27,59.92,0.3116,198087.7,0.52,1108530.35,Defector
76,2024-07-01,SPY,sideways,-0.05,50.43,-0.0252,233584.38,50.0,-0.025,18468.62,55.0,-0.0275,577042.39,61.33,-0.0307,170904.6,-0.05,1107976.08,Cooperator
77,2024-06-26,SPY,sideways,0.33,50.43,0.1664,228334.77,50.0,0.165,17896.31,55.0,0.1815,616429.08,41.67,0.1375,137339.84,0.33,1111632.4,Defector
78,2024-06-21,SPY,sideways,0.02,52.55,0.0105,213158.76,50.0,0.01,15481.8,55.0,0.011,615992.1,59.92,0.012,155367.33,0.02,1111854.73,Defector
