Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,WMT,sideways,1.34,53.96,0.7231,271956.19,15.0,0.201,208064.47,50.0,0.67,265455.48,43.33,0.5807,254523.86,1.34,1013400.0,Signal Follower
2,2025-07-09,WMT,sideways,-0.35,53.96,-0.1889,244046.32,15.0,-0.0525,244012.37,40.0,-0.14,264413.28,43.33,-0.1517,247528.03,-0.35,1009853.1,Cooperator
3,2025-07-03,WMT,sideways,0.68,52.5,0.357,266038.36,15.0,0.102,215178.35,55.0,0.374,291912.16,21.25,0.1445,226871.12,0.68,1016720.1,Defector
4,2025-06-30,WMT,sideways,0.57,52.5,0.2992,242310.83,70.0,0.399,252782.15,55.0,0.3135,276883.94,58.75,0.3349,228023.08,0.57,1022515.41,Defector
5,2025-06-25,WMT,sideways,-1.07,50.43,-0.5396,261598.46,50.0,-0.535,275271.94,55.0,-0.5885,271274.46,61.33,-0.6563,191855.15,-1.07,1011574.49,Signal Follower
6,2025-06-20,WMT,sideways,0.92,46.89,0.4314,239732.92,50.0,0.46,261523.03,70.0,0.644,316471.42,50.0,0.46,182272.63,0.92,1020880.98,Defector
7,2025-06-16,WMT,sideways,-0.49,62.45,-0.306,217487.65,50.0,-0.245,293916.44,55.0,-0.2695,328141.73,64.0,-0.3136,160454.18,-0.49,1015878.66,Tit-for-Tat
8,2025-06-11,WMT,sideways,-1.53,67.12,-1.0269,184054.43,50.0,-0.765,325953.56,55.0,-0.8415,338727.39,60.83,-0.9308,151264.62,-1.53,1000335.72,Tit-for-Tat
9,2025-06-06,WMT,sideways,-0.91,50.43,-0.4589,201620.22,50.0,-0.455,358809.65,70.0,-0.637,288185.23,58.0,-0.5278,151384.9,-0.91,991232.66,Tit-for-Tat
10,2025-06-03,WMT,sideways,0.41,52.5,0.2153,214238.34,35.0,0.1435,304734.36,55.0,0.2255,315001.95,55.3,0.2267,166025.36,0.41,995296.71,Defector
11,2025-05-29,WMT,sideways,-0.54,50.43,-0.2723,210661.8,35.0,-0.189,348593.71,55.0,-0.297,294753.42,60.42,-0.3262,145991.07,-0.54,989922.11,Tit-for-Tat
12,2025-05-23,WMT,sideways,1.05,50.43,0.5295,195137.72,50.0,0.525,317789.94,55.0,0.5775,319125.22,56.98,0.5983,167947.13,1.05,1000316.29,Cooperator
13,2025-05-20,WMT,sideways,-0.77,53.96,-0.4155,185704.13,50.0,-0.385,317128.59,40.0,-0.308,355700.43,63.33,-0.4877,141466.85,-0.77,992613.86,Signal Follower
14,2025-05-15,WMT,sideways,2.17,50.43,1.0943,179878.24,50.0,1.085,302723.62,55.0,1.1935,397804.68,46.67,1.0127,119593.45,2.17,1014153.58,Defector
15,2025-05-12,WMT,sideways,-0.94,52.5,-0.4935,178196.81,80.0,-0.752,258219.02,25.0,-0.235,448850.45,58.75,-0.5522,114733.72,-0.94,1004620.54,Tit-for-Tat
16,2025-05-07,WMT,sideways,0.28,52.5,0.147,172107.72,50.0,0.14,215761.72,55.0,0.154,491977.1,54.06,0.1514,120153.46,0.28,1007433.47,Defector
17,2025-05-02,WMT,sideways,0.82,52.5,0.4305,157128.87,70.0,0.574,254067.61,55.0,0.451,467754.03,58.75,0.4818,121049.49,0.82,1015694.43,Defector
18,2025-04-29,WMT,sideways,1.27,67.12,0.8524,183300.59,50.0,0.635,228075.21,55.0,0.6985,456635.66,62.27,0.7908,131988.54,1.27,1028593.75,Defector
19,2025-04-24,WMT,bull,1.19,52.5,0.6248,184263.94,70.0,0.833,266616.64,40.0,0.476,405631.97,61.25,0.7289,143487.45,1.19,1040834.01,Defector
20,2025-04-21,WMT,bull,-0.66,52.5,-0.3465,185911.58,70.0,-0.462,228505.93,40.0,-0.264,453265.38,62.5,-0.4125,132317.11,-0.66,1033964.51,Tit-for-Tat
21,2025-04-15,WMT,bull,-0.9,52.5,-0.4725,201515.73,70.0,-0.63,188913.99,55.0,-0.495,474655.28,56.88,-0.5119,134915.0,-0.9,1024658.83,Tit-for-Tat
22,2025-04-10,WMT,bull,2.12,50.43,1.0691,179095.04,50.0,1.06,164534.96,55.0,1.166,511823.02,54.83,1.1625,144546.97,2.12,1046381.6,Defector
23,2025-04-07,WMT,bull,4.47,64.78,2.8956,203910.43,60.0,2.682,182233.99,25.0,1.1175,450713.29,63.25,2.8273,163142.28,4.47,1093154.85,Defector
24,2025-04-02,WMT,bull,1.77,50.43,0.8926,209431.04,90.0,1.593,215145.63,15.0,0.2655,400962.17,61.33,1.0856,174461.16,1.77,1112503.69,Cooperator
25,2025-03-28,WMT,bull,-0.33,46.89,-0.1547,221028.25,85.0,-0.2805,186561.76,40.0,-0.132,436818.54,80.0,-0.264,155591.44,-0.33,1108832.43,Signal Follower
26,2025-03-25,WMT,bull,-2.31,62.45,-1.4427,224697.78,85.0,-1.9635,152738.84,55.0,-1.2705,472646.66,68.5,-1.5824,149916.73,-2.31,1083218.4,Tit-for-Tat
27,2025-03-20,WMT,bull,0.0,62.45,0.0,224697.78,40.0,0.0,152738.84,85.0,0.0,472646.66,66.62,0.0,149916.73,0.0,1083218.4,Signal Follower
28,2025-03-17,WMT,bull,2.74,46.89,1.2849,217388.0,35.0,0.959,123947.61,55.0,1.507,507517.16,50.0,1.37,151147.23,2.74,1112898.59,Defector
29,2025-03-12,WMT,bull,-3.05,64.78,-1.9758,191067.62,60.0,-1.83,112353.74,25.0,-0.7625,562400.06,63.25,-1.9291,134178.57,-3.05,1078955.18,Cooperator
30,2025-03-07,WMT,sideways,-2.36,46.89,-1.1067,213673.91,40.0,-0.944,130213.38,85.0,-2.006,502583.02,42.5,-1.003,153529.68,-2.36,1053491.84,Cooperator
31,2025-03-04,WMT,sideways,-0.82,46.89,-0.3845,230786.09,25.0,-0.205,153281.48,90.0,-0.738,446776.24,42.0,-0.3444,169156.19,-0.82,1044853.2,Cooperator
32,2025-02-27,WMT,sideways,0.93,64.78,0.6024,251962.03,20.0,0.186,130568.27,55.0,0.5115,464360.56,29.95,0.2785,153109.13,0.93,1054570.34,Defector
33,2025-02-24,WMT,bear,-0.54,64.78,-0.3498,233305.64,35.0,-0.189,154132.73,55.0,-0.297,468788.64,63.25,-0.3416,143772.99,-0.54,1048875.66,Cooperator
34,2025-02-19,WMT,bear,0.14,52.5,0.0735,238122.16,50.0,0.07,152181.38,55.0,0.077,494079.59,36.25,0.0508,115616.88,0.14,1050344.08,Defector
35,2025-02-13,WMT,bear,1.01,52.5,0.5302,226508.02,50.0,0.505,132994.77,55.0,0.5555,508175.46,58.75,0.5934,132321.75,1.01,1060952.56,Defector
36,2025-02-10,WMT,sideways,0.95,52.5,0.4988,245548.14,50.0,0.475,139264.29,40.0,0.38,457087.7,60.0,0.57,158099.87,0.95,1071031.61,Defector
37,2025-02-05,WMT,sideways,1.8,52.5,0.945,226887.06,70.0,1.26,165998.2,55.0,0.99,439847.63,61.25,1.1025,167267.11,1.8,1090310.18,Defector
38,2025-01-31,WMT,sideways,-0.85,52.5,-0.4462,225104.7,70.0,-0.595,139901.5,40.0,-0.34,483316.22,62.5,-0.5312,151677.57,-0.85,1081042.54,Tit-for-Tat
39,2025-01-28,WMT,sideways,0.06,67.12,0.0403,251120.59,70.0,0.042,163156.1,55.0,0.033,436263.38,59.71,0.0358,149459.93,0.06,1081691.17,Defector
40,2025-01-23,WMT,bull,0.91,52.5,0.4778,238580.76,50.0,0.455,142411.7,55.0,0.5005,448161.83,58.75,0.5346,170845.71,0.91,1091534.56,Defector
41,2025-01-17,WMT,bull,-0.14,53.96,-0.0756,245134.27,50.0,-0.07,161170.68,55.0,-0.077,448268.0,60.67,-0.0849,145427.05,-0.14,1090006.41,Cooperator
42,2025-01-14,WMT,sideways,-1.16,46.89,-0.544,264710.62,50.0,-0.58,162603.34,55.0,-0.638,401049.06,42.5,-0.493,171636.98,-1.16,1077362.33,Tit-for-Tat
43,2025-01-08,WMT,bull,0.76,53.96,0.4101,254859.64,50.0,0.38,150328.31,70.0,0.532,448215.35,42.71,0.3246,146596.7,0.76,1085550.29,Defector
44,2025-01-03,WMT,bull,0.7,46.89,0.3283,225645.45,50.0,0.35,141723.55,55.0,0.385,463959.32,61.25,0.4288,168671.68,0.7,1093149.14,Defector
45,2024-12-30,WMT,sideways,-0.18,64.78,-0.1166,200625.45,50.0,-0.09,160010.65,55.0,-0.099,486166.87,63.6,-0.1145,153197.03,-0.18,1091181.47,Cooperator
46,2024-12-24,WMT,bull,2.56,53.96,1.3815,208073.34,50.0,1.28,154959.54,55.0,1.408,512937.95,40.83,1.0453,124029.17,2.56,1119115.72,Defector
47,2024-12-19,WMT,sideways,-1.14,52.5,-0.5985,198955.34,80.0,-0.912,127578.69,25.0,-0.285,558617.45,58.75,-0.6698,114848.52,-1.14,1106357.8,Tit-for-Tat
48,2024-12-16,WMT,sideways,0.48,52.5,0.252,176124.89,50.0,0.24,109140.73,70.0,0.336,610927.98,54.06,0.2595,103806.41,0.48,1111668.32,Defector
49,2024-12-11,WMT,bull,0.44,52.5,0.231,164962.96,70.0,0.308,131847.48,55.0,0.242,595899.14,58.75,0.2585,107290.42,0.44,1116559.66,Defector
50,2024-12-06,WMT,sideways,0.17,52.5,0.0892,156218.39,50.0,0.085,115965.42,55.0,0.0935,604503.44,60.0,0.102,123312.76,0.17,1118457.81,Defector
51,2024-12-03,WMT,bull,0.79,53.96,0.4263,152048.31,50.0,0.395,101973.74,55.0,0.4345,603203.05,61.75,0.4878,142774.91,0.79,1127293.62,Defector
52,2024-11-27,WMT,bull,-0.13,52.5,-0.0682,160797.3,50.0,-0.065,113313.27,55.0,-0.0715,605544.17,62.5,-0.0812,120345.26,-0.13,1125828.14,Cooperator
53,2024-11-22,WMT,bull,1.15,52.5,0.6038,161533.46,50.0,0.575,109094.19,55.0,0.6325,633635.49,40.0,0.46,95736.86,1.15,1138775.17,Defector
54,2024-11-19,WMT,bull,0.43,52.5,0.2258,170262.95,70.0,0.301,134050.21,40.0,0.172,588802.42,58.75,0.2526,106884.42,0.43,1143671.9,Defector
55,2024-11-14,WMT,bull,-0.66,52.5,-0.3465,179204.68,50.0,-0.33,150169.19,55.0,-0.363,579845.86,60.0,-0.396,90780.27,-0.66,1136123.66,Tit-for-Tat
56,2024-11-11,WMT,sideways,-0.87,53.96,-0.4695,180633.36,50.0,-0.435,178524.25,55.0,-0.4785,557077.65,55.83,-0.4858,83764.73,-0.87,1126239.39,Tit-for-Tat
57,2024-11-06,WMT,sideways,-2.0,53.96,-1.0793,178790.94,50.0,-1.0,215990.67,55.0,-1.1,519373.41,53.33,-1.0667,85844.97,-2.0,1103714.6,Tit-for-Tat
58,2024-11-01,WMT,sideways,-0.41,52.5,-0.2153,186660.49,35.0,-0.1435,257436.43,70.0,-0.287,465433.34,51.33,-0.2105,90469.74,-0.41,1099189.37,Tit-for-Tat
59,2024-10-29,WMT,sideways,-1.17,52.5,-0.6143,178073.63,35.0,-0.4095,303979.37,55.0,-0.6435,428942.42,50.2,-0.5873,89004.58,-1.17,1086328.86,Tit-for-Tat
60,2024-10-24,WMT,sideways,0.1,50.43,0.0504,172955.09,35.0,0.035,258337.08,70.0,0.07,482669.39,49.85,0.0498,86038.45,0.1,1087415.18,Defector
61,2024-10-21,WMT,bear,-0.52,52.5,-0.273,178749.79,50.0,-0.26,286689.24,55.0,-0.286,462039.82,58.75,-0.3055,72521.16,-0.52,1081760.63,Tit-for-Tat
62,2024-10-16,WMT,bear,-0.38,52.5,-0.1995,170629.42,35.0,-0.133,334465.53,55.0,-0.209,427051.66,54.06,-0.2054,67853.39,-0.38,1077649.94,Tit-for-Tat
63,2024-10-11,WMT,bear,0.5,52.5,0.2625,169308.75,50.0,0.25,287744.81,55.0,0.275,480094.79,51.25,0.2562,62851.66,0.5,1083038.18,Defector
64,2024-10-08,WMT,bear,0.11,52.5,0.0578,164632.98,50.0,0.055,257059.82,55.0,0.0605,504774.52,58.75,0.0646,73532.68,0.11,1084229.53,Defector
65,2024-10-03,WMT,bear,0.16,52.5,0.084,159318.88,50.0,0.08,231044.46,55.0,0.088,523272.78,60.0,0.096,86363.89,0.16,1085964.29,Defector
66,2024-09-30,WMT,sideways,1.08,46.89,0.5064,142365.92,50.0,0.54,218526.63,55.0,0.594,538909.8,62.75,0.6777,100197.64,1.08,1097692.71,Defector
67,2024-09-25,WMT,sideways,0.63,52.9,0.3333,154603.59,50.0,0.315,229025.87,40.0,0.252,494439.0,62.93,0.3965,121931.54,0.63,1104608.17,Defector
68,2024-09-20,WMT,sideways,1.06,50.43,0.5345,137334.18,70.0,0.742,263798.36,55.0,0.583,469642.53,63.17,0.6696,129224.92,1.06,1116317.02,Defector
69,2024-09-17,WMT,sideways,-1.45,52.5,-0.7613,137379.31,70.0,-1.015,224160.42,40.0,-0.58,520312.65,62.5,-0.9063,118147.61,-1.45,1100130.42,Signal Follower
70,2024-09-12,WMT,sideways,0.85,52.5,0.4463,128899.89,50.0,0.425,205430.98,70.0,0.595,567710.33,40.0,0.34,97958.8,0.85,1109481.53,Defector
71,2024-09-09,WMT,bull,0.64,52.5,0.336,122838.61,50.0,0.32,179861.22,55.0,0.352,584981.5,58.75,0.376,112318.68,0.64,1116582.21,Defector
72,2024-09-04,WMT,bull,-0.12,52.5,-0.063,128998.55,50.0,-0.06,201034.98,55.0,-0.066,574785.57,60.0,-0.072,95180.89,-0.12,1115242.31,Signal Follower
73,2024-08-29,WMT,bull,0.57,52.5,0.2992,129549.37,50.0,0.285,193490.3,55.0,0.3135,601265.42,40.0,0.228,75694.91,0.57,1121599.2,Defector
74,2024-08-26,WMT,bull,0.17,52.5,0.0892,123554.8,50.0,0.085,169540.24,55.0,0.0935,620045.49,58.75,0.0999,86859.47,0.17,1123505.91,Defector
75,2024-08-21,WMT,bull,-0.08,50.43,-0.0403,133579.33,50.0,-0.04,184886.67,55.0,-0.044,608347.82,61.33,-0.0491,73186.18,-0.08,1122607.11,Tit-for-Tat
76,2024-08-16,WMT,bull,1.03,52.5,0.5408,126176.47,50.0,0.515,155157.91,55.0,0.5665,638738.53,56.0,0.5768,79927.09,1.03,1134169.96,Defector
77,2024-08-13,WMT,sideways,-0.44,64.78,-0.285,105164.95,50.0,-0.22,150252.26,40.0,-0.176,676850.08,63.25,-0.2783,67732.72,-0.44,1129179.61,Tit-for-Tat
78,2024-08-08,WMT,sideways,1.23,64.78,0.7968,122189.69,50.0,0.615,134774.9,55.0,0.6765,667787.26,61.94,0.7618,75248.16,1.23,1143068.52,Defector
79,2024-08-05,WMT,bull,-0.75,62.45,-0.4684,108577.08,70.0,-0.525,111585.0,40.0,-0.3,713908.34,64.0,-0.48,65929.58,-0.75,1134495.51,Tit-for-Tat
80,2024-07-31,WMT,sideways,-0.78,52.5,-0.4095,115532.68,50.0,-0.39,128297.9,55.0,-0.429,698448.97,58.0,-0.4524,57720.45,-0.78,1125646.45,Tit-for-Tat
81,2024-07-26,WMT,sideways,-0.64,50.43,-0.3227,131541.44,50.0,-0.32,148289.7,55.0,-0.352,666769.56,55.73,-0.3567,53399.31,-0.64,1118442.31,Tit-for-Tat
82,2024-07-23,WMT,sideways,0.26,62.45,0.1624,143350.44,35.0,0.091,122544.59,55.0,0.143,678949.76,56.52,0.147,55155.21,0.26,1121350.26,Defector
83,2024-07-18,WMT,sideways,0.2,52.5,0.105,135694.15,50.0,0.1,106572.58,55.0,0.11,694916.63,58.75,0.1175,62816.65,0.2,1123592.96,Defector
84,2024-07-15,WMT,sideways,0.45,52.5,0.2362,128580.26,50.0,0.225,93792.82,55.0,0.2475,705384.98,60.0,0.27,72241.93,0.45,1128649.13,Defector
