Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,TSLA,sideways,-0.26,65.29,-0.1697,221814.47,27.42,-0.0713,289825.27,50.0,-0.13,249268.44,55.67,-0.1447,239091.81,-0.26,249350.0,Cooperator
2,2025-07-09,TSLA,sideways,-0.56,64.78,-0.3628,191201.74,31.5,-0.1764,319200.4,55.0,-0.308,232399.47,35.06,-0.1964,257198.38,-0.56,247953.64,Tit-for-Tat
3,2025-07-03,TSLA,sideways,-0.83,67.12,-0.5571,164607.15,19.83,-0.1646,358415.78,55.0,-0.4565,215675.45,39.13,-0.3248,261301.62,-0.83,245895.62,Cooperator
4,2025-06-30,TSLA,sideways,-0.7,50.43,-0.353,149427.67,35.0,-0.245,372643.73,55.0,-0.385,187357.74,26.54,-0.1858,290570.86,-0.7,244174.36,Tit-for-Tat
5,2025-06-25,TSLA,bear,-4.42,52.5,-2.3205,132529.3,35.0,-1.547,388948.71,55.0,-2.431,161972.02,29.91,-1.3219,316549.97,-4.42,233381.85,Signal Follower
6,2025-06-20,TSLA,bear,-1.77,52.5,-0.9292,126627.23,15.0,-0.2655,423722.95,90.0,-1.593,133064.24,40.0,-0.708,316585.58,-1.77,229250.99,Cooperator
7,2025-06-16,TSLA,bear,-0.65,52.5,-0.3412,114466.18,20.0,-0.13,445016.7,70.0,-0.455,109803.17,21.25,-0.1381,330713.95,-0.65,227760.86,Signal Follower
8,2025-06-11,TSLA,bear,-2.38,52.5,-1.2495,100119.59,20.0,-0.476,488175.06,55.0,-1.309,94163.25,40.0,-0.952,317542.1,-2.38,222340.15,Signal Follower
9,2025-06-06,TSLA,bear,-1.23,46.89,-0.5768,96360.13,15.0,-0.1845,525396.41,90.0,-1.107,76144.73,50.0,-0.615,302098.74,-1.23,219605.37,Signal Follower
10,2025-06-03,TSLA,bear,-0.67,52.5,-0.3518,88549.31,35.0,-0.2345,546846.96,70.0,-0.469,60691.56,40.0,-0.268,303912.17,-0.67,218134.01,Signal Follower
11,2025-05-29,TSLA,bear,-1.88,52.5,-0.987,75539.76,35.0,-0.658,572882.02,55.0,-1.034,50088.24,40.0,-0.752,301489.98,-1.88,214033.09,Defector
12,2025-05-23,TSLA,bear,0.42,52.5,0.2205,79323.31,35.0,0.147,519713.61,70.0,0.294,59754.38,62.5,0.2625,341208.7,0.42,214932.03,Cooperator
13,2025-05-20,TSLA,bear,-1.16,52.5,-0.609,75145.42,35.0,-0.406,578908.76,55.0,-0.638,55185.28,62.5,-0.725,290760.54,-1.16,212438.82,Defector
14,2025-05-15,TSLA,bear,0.73,50.43,0.3681,77432.32,35.0,0.2555,526060.04,70.0,0.511,65385.45,64.17,0.4684,331122.19,0.73,213989.62,Cooperator
15,2025-05-12,TSLA,bear,-1.12,52.5,-0.588,80981.75,50.0,-0.56,578090.05,55.0,-0.616,64912.92,62.5,-0.7,276015.28,-1.12,211592.94,Defector
16,2025-05-07,TSLA,bear,-0.24,52.5,-0.126,77379.0,35.0,-0.084,624725.19,70.0,-0.168,53900.57,62.5,-0.15,243995.24,-0.24,211085.12,Signal Follower
17,2025-05-02,TSLA,bear,0.81,52.5,0.4252,83611.0,50.0,0.405,646943.62,55.0,0.4455,60665.75,40.0,0.324,208779.62,0.81,212794.9,Cooperator
18,2025-04-29,TSLA,sideways,2.29,52.5,1.2022,82452.36,50.0,1.145,601951.49,55.0,1.2595,63203.44,62.5,1.4313,252392.7,2.29,217667.91,Cooperator
19,2025-04-24,TSLA,sideways,3.6,52.5,1.89,76953.58,80.0,2.88,626419.5,15.0,0.54,49737.27,64.0,2.304,246889.65,3.6,225503.95,Cooperator
20,2025-04-21,TSLA,sideways,-1.2,46.89,-0.5627,86399.99,90.0,-1.08,601258.68,15.0,-0.18,61838.11,75.5,-0.906,250503.23,-1.2,222797.91,Defector
21,2025-04-15,TSLA,bull,1.68,50.43,0.8472,69808.02,85.0,1.428,642715.52,70.0,1.176,59099.35,64.17,1.078,228377.12,1.68,226540.91,Cooperator
22,2025-04-10,TSLA,sideways,-2.92,50.43,-1.4725,78980.25,70.0,-2.044,633624.25,40.0,-1.168,71447.89,75.42,-2.2022,215947.61,-2.92,219925.92,Defector
23,2025-04-07,TSLA,bull,4.25,64.78,2.7531,88164.44,25.0,1.0625,581408.1,85.0,3.6125,86972.66,67.0,2.8475,243454.8,4.25,229272.77,Cooperator
24,2025-04-02,TSLA,bull,11.06,52.5,5.8065,81520.88,80.0,8.848,612749.61,25.0,2.765,69176.77,62.5,6.9125,236552.74,11.06,254630.33,Cooperator
25,2025-03-28,TSLA,bull,-4.37,50.43,-2.2037,90029.46,90.0,-3.933,583711.11,15.0,-0.6555,85796.53,73.33,-3.2047,240462.9,-4.37,243502.99,Defector
26,2025-03-25,TSLA,bull,1.6,52.5,0.84,76849.79,75.0,1.2,603170.83,85.0,1.36,95510.27,62.5,1.0,224469.11,1.6,247399.04,Cooperator
27,2025-03-20,TSLA,bull,1.25,46.89,0.5862,65971.11,85.0,1.0625,637264.81,40.0,0.5,78567.67,68.75,0.8594,218196.4,1.25,250491.52,Cooperator
28,2025-03-17,TSLA,bull,-2.88,64.78,-1.8656,59822.59,35.0,-1.008,677852.9,40.0,-1.152,81502.05,79.6,-2.2925,180822.46,-2.88,243277.37,Defector
29,2025-03-12,TSLA,bull,0.35,46.89,0.1641,59199.78,40.0,0.14,642299.24,85.0,0.2975,99594.07,65.0,0.2275,198906.91,0.35,244128.84,Cooperator
