Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,QQQ,sideways,0.4,52.5,0.21,272126.11,15.0,0.06,208908.65,50.0,0.2,267911.61,40.0,0.16,251053.62,0.4,1004000.0,Signal Follower
2,2025-07-09,QQQ,sideways,0.32,50.08,0.1602,283753.23,15.0,0.048,171658.98,55.0,0.176,287672.83,47.0,0.1504,256914.96,0.32,1007212.8,Defector
3,2025-07-03,QQQ,sideways,0.55,52.55,0.289,289759.08,15.0,0.0825,139842.47,55.0,0.3025,297637.39,59.92,0.3295,272761.07,0.55,1012752.47,Defector
4,2025-06-30,QQQ,sideways,0.07,52.55,0.0368,271009.95,50.0,0.035,122115.53,55.0,0.0385,296121.25,60.93,0.0427,310753.27,0.07,1013461.4,Tit-for-Tat
5,2025-06-25,QQQ,sideways,-0.17,50.43,-0.0857,301885.44,50.0,-0.085,137753.97,55.0,-0.0935,285250.96,57.37,-0.0975,275109.63,-0.17,1011738.51,Cooperator
6,2025-06-03,QQQ,sideways,0.71,52.55,0.3731,317951.41,50.0,0.355,138370.1,55.0,0.3905,313788.56,41.17,0.2923,229889.93,0.71,1018921.86,Signal Follower
7,2025-05-29,QQQ,sideways,-1.22,52.5,-0.6405,304187.28,50.0,-0.61,138529.8,55.0,-0.671,286258.55,40.0,-0.488,271024.37,-1.22,1006491.01,Cooperator
8,2025-05-23,QQQ,sideways,0.6,52.55,0.3153,299688.82,50.0,0.3,133124.82,70.0,0.42,329480.78,41.17,0.247,237705.59,0.6,1012529.96,Defector
9,2025-05-20,QQQ,sideways,0.15,52.5,0.0788,281595.89,50.0,0.075,114922.23,55.0,0.0825,334748.66,58.75,0.0881,268733.22,0.15,1014048.75,Defector
10,2025-05-15,QQQ,sideways,0.53,52.55,0.2785,262603.67,50.0,0.265,100060.39,55.0,0.2915,332068.16,60.93,0.3229,305267.79,0.53,1019423.21,Defector
11,2025-05-12,QQQ,sideways,0.17,52.5,0.0893,242690.23,50.0,0.085,86638.07,55.0,0.0935,326250.53,61.25,0.1041,344421.17,0.17,1021156.23,Tit-for-Tat
12,2025-05-07,QQQ,sideways,0.25,50.43,0.1261,213762.18,50.0,0.125,75182.61,55.0,0.1375,332646.42,57.6,0.144,378408.79,0.25,1023709.12,Tit-for-Tat
13,2025-05-02,QQQ,sideways,0.47,52.55,0.247,198425.92,50.0,0.235,60950.82,55.0,0.2585,346342.97,55.02,0.2586,394280.29,0.47,1028520.55,Tit-for-Tat
14,2025-04-29,QQQ,sideways,1.14,52.5,0.5985,189640.15,50.0,0.57,50000.42,55.0,0.627,377896.5,52.76,0.6015,382462.93,1.14,1040245.69,Tit-for-Tat
15,2025-04-24,QQQ,bull,2.38,52.5,1.2495,197519.16,70.0,1.666,60660.28,40.0,0.952,347264.7,51.49,1.2254,394555.85,2.38,1065003.53,Tit-for-Tat
16,2025-04-07,QQQ,bull,3.68,66.49,2.4469,216883.61,80.0,2.944,70123.91,15.0,0.552,304567.71,51.84,1.9077,408424.76,3.68,1104195.66,Tit-for-Tat
17,2025-04-02,QQQ,bull,2.15,52.55,1.1298,224835.24,90.0,1.935,82944.26,15.0,0.3225,271098.67,51.12,1.0991,421121.82,2.15,1127935.87,Tit-for-Tat
18,2025-03-28,QQQ,bull,-2.27,66.49,-1.5094,210121.52,90.0,-2.043,70550.72,15.0,-0.3405,303225.37,51.51,-1.1693,416102.39,-2.27,1102331.73,Defector
19,2025-03-25,QQQ,bull,0.42,52.5,0.2205,185322.04,60.0,0.252,66517.61,85.0,0.357,347403.82,62.5,0.2625,400756.54,0.42,1106961.52,Tit-for-Tat
20,2025-03-20,QQQ,bull,0.5,52.77,0.2638,168787.68,50.0,0.25,55243.15,55.0,0.275,338873.81,58.98,0.2949,437095.36,0.5,1112496.33,Tit-for-Tat
21,2025-03-17,QQQ,bull,0.66,52.55,0.3468,153583.46,50.0,0.33,44618.25,55.0,0.363,341632.91,56.11,0.3703,460165.39,0.66,1119838.8,Tit-for-Tat
22,2025-03-12,QQQ,bull,-0.47,52.55,-0.247,158775.55,70.0,-0.329,35448.79,55.0,-0.2585,341704.34,54.4,-0.2557,464071.33,-0.47,1114575.56,Cooperator
23,2025-03-07,QQQ,bull,0.95,52.55,0.4992,173019.01,50.0,0.475,36840.97,55.0,0.5225,388912.68,41.17,0.3911,401227.33,0.95,1125164.03,Tit-for-Tat
24,2025-03-04,QQQ,bull,0.28,52.55,0.1471,185127.39,50.0,0.14,37460.89,55.0,0.154,435988.3,42.04,0.1177,341423.42,0.28,1128314.49,Defector
25,2025-02-27,QQQ,sideways,-3.45,52.55,-1.813,203614.17,50.0,-1.725,43937.16,55.0,-1.8975,448944.34,59.92,-2.0671,303504.33,-3.45,1089387.64,Cooperator
