Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,XOM,sideways,-1.14,5.79,-0.066,285539.51,11.0,-0.1254,245787.65,10.0,-0.114,253421.81,15.0,-0.171,215251.03,-1.14,988600.0,Signal Follower
2,2025-07-09,XOM,sideways,-0.11,5.0,-0.0055,324386.55,11.0,-0.0121,238233.66,10.0,-0.011,252677.54,15.0,-0.0165,184702.26,-0.11,987512.54,Signal Follower
3,2025-07-03,XOM,sideways,1.21,10.17,0.1231,304128.28,10.0,0.121,223217.39,79.83,0.966,296468.68,15.0,0.1815,176185.65,1.21,999461.44,Defector
4,2025-06-30,XOM,sideways,-0.77,5.79,-0.0446,343842.13,30.25,-0.2329,233004.51,79.14,-0.6094,258069.5,60.38,-0.465,165083.86,-0.77,991765.59,Signal Follower
5,2025-06-25,XOM,sideways,0.24,47.86,0.1149,347425.28,39.02,0.0937,224948.98,68.93,0.1654,288433.6,15.0,0.036,139192.14,0.24,994145.83,Defector
6,2025-06-20,XOM,sideways,1.1,5.0,0.055,298952.29,37.13,0.4084,225023.18,68.02,0.7482,327319.29,52.75,0.5803,148705.24,1.1,1005081.43,Defector
7,2025-06-16,XOM,sideways,0.59,5.0,0.0295,255079.72,35.58,0.2099,220299.31,69.19,0.4082,365684.62,57.42,0.3388,158936.35,0.59,1011011.41,Defector
8,2025-06-11,XOM,sideways,1.44,39.41,0.5675,234317.15,31.69,0.4563,191609.83,68.67,0.9888,403587.15,63.77,0.9183,170485.87,1.44,1025569.97,Defector
9,2025-06-06,XOM,bull,1.47,39.41,0.5793,242317.35,40.14,0.59,198997.94,15.0,0.2205,357709.92,63.3,0.9305,200974.8,1.47,1040645.85,Tit-for-Tat
10,2025-06-03,XOM,bull,0.87,41.0,0.3567,252502.1,35.57,0.3094,195388.47,27.0,0.2349,317312.68,52.41,0.456,234796.75,0.87,1049699.47,Tit-for-Tat
11,2025-05-29,XOM,bull,0.4,41.0,0.164,265902.43,36.2,0.1448,192969.08,27.0,0.108,273640.71,47.33,0.1893,267487.78,0.4,1053898.27,Tit-for-Tat
12,2025-05-23,XOM,bull,0.42,41.0,0.1722,280744.61,35.01,0.147,186930.64,27.0,0.1134,233209.36,45.3,0.1902,299115.4,0.42,1058324.64,Tit-for-Tat
13,2025-05-20,XOM,bull,-1.35,41.0,-0.5535,264104.89,34.54,-0.4662,195020.86,27.0,-0.3645,271176.02,43.47,-0.5868,269698.23,-1.35,1044037.26,Defector
14,2025-05-15,XOM,bull,1.96,5.0,0.098,231995.34,31.91,0.6254,195364.13,65.17,1.2773,312987.14,23.4,0.4586,259653.39,1.96,1064500.39,Defector
15,2025-05-12,XOM,bull,-1.01,5.0,-0.0505,266695.46,27.32,-0.2759,207980.14,74.95,-0.757,276414.45,55.13,-0.5568,248909.95,-1.01,1053748.94,Signal Follower
16,2025-05-07,XOM,bull,-0.36,10.17,-0.0366,292546.81,34.52,-0.1243,206725.24,70.43,-0.2535,232773.28,15.0,-0.054,267954.68,-0.36,1049955.44,Signal Follower
17,2025-05-02,XOM,sideways,-1.4,10.17,-0.1424,314543.75,25.31,-0.3543,210220.5,75.05,-1.0507,192115.75,15.0,-0.21,283120.0,-1.4,1035256.06,Signal Follower
18,2025-04-29,XOM,sideways,0.58,5.79,0.0336,289777.34,29.02,0.1683,211899.99,76.59,0.4442,227763.39,15.0,0.087,270559.28,0.58,1041260.55,Defector
19,2025-04-24,XOM,sideways,0.61,10.17,0.062,254845.08,25.72,0.1569,198999.05,76.7,0.4679,258444.96,58.11,0.3545,287710.91,0.61,1047612.24,Defector
20,2025-04-21,XOM,sideways,-0.25,41.0,-0.1025,283624.4,41.93,-0.1048,220075.77,69.33,-0.1733,232198.76,66.76,-0.1669,264101.06,-0.25,1044993.21,Cooperator
21,2025-04-15,XOM,sideways,-0.52,47.86,-0.2489,253997.92,45.69,-0.2376,204554.72,31.5,-0.1638,267450.72,38.8,-0.2018,273996.64,-0.52,1039559.24,Defector
22,2025-04-10,XOM,bear,-3.64,48.41,-1.7622,210184.56,33.45,-1.2177,213099.86,32.0,-1.1648,284193.04,31.65,-1.1521,292522.55,-3.64,1001719.29,Cooperator
23,2025-04-07,XOM,sideways,2.54,47.86,1.2157,214082.66,32.04,0.8138,192809.19,66.08,1.6785,326693.36,32.87,0.8348,266414.8,2.54,1027162.96,Defector
