Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,NVDA,sideways,-0.79,67.12,-0.5302,220703.02,19.83,-0.1567,289806.57,50.0,-0.395,245719.51,51.33,-0.4055,243770.91,-0.79,248025.0,Cooperator
2,2025-07-09,NVDA,sideways,1.03,67.12,0.6913,250963.16,19.83,0.2043,258069.38,55.0,0.5665,263879.78,27.71,0.2854,227087.68,1.03,250579.66,Signal Follower
3,2025-07-03,NVDA,sideways,0.61,52.5,0.3202,280140.74,15.0,0.0915,216927.85,40.0,0.244,270310.03,40.0,0.244,232621.38,0.61,252108.19,Signal Follower
4,2025-06-30,NVDA,sideways,-0.26,52.9,-0.1375,265663.63,50.0,-0.13,221543.07,55.0,-0.143,242105.5,44.33,-0.1153,270687.8,-0.26,251452.71,Tit-for-Tat
5,2025-06-25,NVDA,bull,3.38,68.66,2.3206,307696.87,50.0,1.69,208524.47,55.0,1.859,241957.44,45.88,1.5509,241821.22,3.38,259951.81,Signal Follower
6,2025-06-20,NVDA,sideways,-1.1,52.5,-0.5775,299361.48,80.0,-0.88,178457.27,15.0,-0.165,274039.31,40.0,-0.44,248141.93,-1.1,257092.34,Defector
7,2025-06-16,NVDA,bull,0.93,52.5,0.4882,255484.4,70.0,0.651,196313.51,70.0,0.651,301459.37,62.5,0.5812,246742.72,0.93,259483.3,Defector
8,2025-06-11,NVDA,sideways,-1.23,52.5,-0.6457,278223.44,70.0,-0.861,163159.35,55.0,-0.6765,317184.27,60.0,-0.738,241432.94,-1.23,256291.66,Signal Follower
9,2025-06-06,NVDA,sideways,-0.55,67.14,-0.3693,264758.46,50.0,-0.275,192292.36,70.0,-0.385,289836.98,59.83,-0.3291,253112.2,-0.55,254882.05,Cooperator
10,2025-06-03,NVDA,bull,1.76,52.5,0.924,278287.25,50.0,0.88,193705.79,55.0,0.968,317327.11,40.0,0.704,210679.84,1.76,259367.98,Defector
11,2025-05-29,NVDA,sideways,-2.15,52.5,-1.1288,265550.67,50.0,-1.075,191912.09,40.0,-0.86,360728.41,58.75,-1.2631,181808.83,-2.15,253791.57,Cooperator
12,2025-05-23,NVDA,sideways,0.99,52.5,0.5198,255653.04,40.0,0.396,172080.45,85.0,0.8415,409245.28,40.0,0.396,163021.23,0.99,256304.1,Defector
13,2025-05-20,NVDA,sideways,0.07,52.5,0.0368,242925.13,50.0,0.035,150225.02,55.0,0.0385,420473.05,58.75,0.0411,186376.8,0.07,256483.52,Defector
14,2025-05-15,NVDA,sideways,0.4,52.5,0.21,229375.53,50.0,0.2,131743.1,55.0,0.22,425297.78,60.0,0.24,213583.59,0.4,257509.45,Defector
15,2025-05-12,NVDA,sideways,0.84,67.14,0.564,257692.02,50.0,0.42,114360.2,55.0,0.462,400861.97,63.1,0.53,227085.81,0.84,259672.53,Defector
16,2025-05-07,NVDA,bull,3.55,52.9,1.8781,242884.29,50.0,1.775,100938.81,55.0,1.9525,395160.08,62.93,2.2341,261016.82,3.55,268890.9,Defector
17,2025-05-02,NVDA,bull,0.28,52.5,0.147,250821.48,90.0,0.252,118922.71,15.0,0.042,350582.66,62.5,0.175,279673.15,0.28,269643.8,Tit-for-Tat
18,2025-04-29,NVDA,bull,1.25,52.5,0.6563,239118.59,85.0,1.0625,143605.87,55.0,0.6875,341080.71,56.88,0.7109,276194.83,1.25,273014.35,Defector
19,2025-04-24,NVDA,bull,2.85,52.5,1.4962,235932.1,85.0,2.4225,170893.03,40.0,1.14,309860.31,58.75,1.6744,283314.56,2.85,280795.25,Tit-for-Tat
20,2025-04-21,NVDA,bull,-1.88,62.45,-1.1741,223750.71,80.0,-1.504,149777.41,15.0,-0.282,354137.52,59.31,-1.1151,272334.37,-1.88,275516.3,Defector
21,2025-04-15,NVDA,bull,1.11,50.43,0.5598,185863.57,70.0,0.777,160903.17,70.0,0.777,380443.55,64.17,0.7123,272789.71,1.11,278574.54,Defector
22,2025-04-10,NVDA,bull,-1.65,64.78,-1.0689,171995.06,70.0,-1.155,141860.57,40.0,-0.66,431015.7,63.6,-1.0494,255128.67,-1.65,273978.06,Cooperator
