Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
13,2025-04-10,PG,bull,0.41,50.43,0.2068,232712.57,25.0,0.1025,405923.2,90.0,0.369,150211.85,65.33,0.2679,211152.38,0.41,1030913.51,Tit-for-Tat
14,2025-04-07,PG,sideways,-2.1,55.03,-1.1555,215755.84,35.0,-0.735,458953.85,55.0,-1.155,139304.93,59.58,-1.2513,185985.37,-2.1,1009264.33,Defector
15,2025-03-28,PG,sideways,-0.8,52.5,-0.42,209788.74,25.0,-0.2,502254.25,85.0,-0.68,115366.55,62.5,-0.5,172590.46,-0.8,1001190.21,Signal Follower
16,2025-03-25,PG,bear,-1.48,52.55,-0.7777,184560.67,35.0,-0.518,549006.28,55.0,-0.814,98057.7,44.67,-0.6611,168375.35,-1.48,986372.6,Defector
17,2025-03-20,PG,bear,-0.79,52.55,-0.4151,176673.99,35.0,-0.2765,593574.23,70.0,-0.553,81786.59,63.67,-0.503,147965.18,-0.79,978580.25,Defector
18,2025-03-17,PG,bear,0.83,68.07,0.565,207004.88,35.0,0.2905,534961.64,55.0,0.4565,87087.33,66.07,0.5484,170946.15,0.83,986702.47,Cooperator
19,2025-03-07,PG,bear,1.07,50.43,0.5396,197536.61,50.0,0.535,506323.03,55.0,0.5885,90337.94,64.17,0.6866,205802.42,1.07,997260.19,Cooperator
20,2025-02-27,PG,bear,0.66,52.55,0.3468,197264.48,50.0,0.33,491216.72,40.0,0.264,77562.05,64.93,0.4286,233956.74,0.66,1003842.1,Cooperator
21,2025-02-24,PG,bear,0.19,52.55,0.0998,166618.84,70.0,0.133,526290.58,55.0,0.1045,67981.65,66.2,0.1258,239108.93,0.19,1005749.4,Cooperator
22,2025-02-19,PG,sideways,0.23,52.55,0.1209,139728.14,70.0,0.161,556098.13,55.0,0.1265,59090.88,67.47,0.1552,245082.85,0.23,1008062.63,Cooperator
23,2025-02-13,PG,sideways,0.82,68.01,0.5576,159257.53,50.0,0.41,503560.2,55.0,0.451,57351.95,68.16,0.5589,279830.32,0.82,1016328.74,Cooperator
24,2025-01-31,PG,sideways,-0.01,52.5,-0.0052,166366.19,50.0,-0.005,545137.28,55.0,-0.0055,57736.57,67.0,-0.0067,230759.96,-0.01,1016227.11,Defector
25,2025-01-23,PG,sideways,1.39,55.03,0.7648,169606.39,50.0,0.695,495216.94,55.0,0.7645,58829.01,63.08,0.8769,276347.66,1.39,1030352.66,Cooperator
26,2025-01-17,PG,bull,0.87,52.55,0.4572,154241.28,70.0,0.609,521683.53,40.0,0.348,47405.15,63.67,0.5539,276670.04,0.87,1039316.73,Cooperator
27,2025-01-14,PG,bull,0.56,52.5,0.294,128568.57,70.0,0.392,557103.95,55.0,0.308,41101.79,64.0,0.3584,273225.69,0.56,1045136.91,Cooperator
28,2025-01-03,PG,bull,-0.67,52.5,-0.3518,154223.59,70.0,-0.469,523133.74,55.0,-0.3685,47773.69,65.5,-0.4388,274868.98,-0.67,1038134.49,Defector
29,2024-12-30,PG,bull,-0.94,52.5,-0.4935,159267.21,50.0,-0.47,567653.87,55.0,-0.517,46832.74,62.5,-0.5875,226246.18,-0.94,1028376.02,Defector
30,2024-12-19,PG,sideways,0.11,52.5,0.0578,155229.21,50.0,0.055,525579.95,55.0,0.0605,47929.17,64.0,0.0704,271261.67,0.11,1029507.24,Cooperator
31,2024-12-11,PG,sideways,-1.38,52.55,-0.7252,146571.52,35.0,-0.483,580726.0,55.0,-0.759,44180.89,63.67,-0.8786,228521.59,-1.38,1015300.04,Defector
32,2024-12-03,PG,sideways,-1.87,50.43,-0.943,141544.79,35.0,-0.6545,622813.33,70.0,-1.309,36682.14,64.17,-1.1999,198959.74,-1.87,996313.93,Defector
33,2024-11-27,PG,sideways,-0.36,52.55,-0.1892,133947.38,35.0,-0.126,664344.6,70.0,-0.252,30323.52,64.93,-0.2338,171384.5,-0.36,992727.2,Defector
34,2024-11-22,PG,sideways,1.22,50.43,0.6152,143395.57,35.0,0.427,612932.72,55.0,0.671,33791.36,66.5,0.8113,209880.35,1.22,1004838.47,Cooperator
35,2024-11-19,PG,sideways,0.04,52.55,0.021,142815.77,50.0,0.02,592182.2,40.0,0.016,28697.33,63.67,0.0255,236304.7,0.04,1005240.4,Cooperator
36,2024-11-14,PG,bear,0.22,50.43,0.1109,134776.95,50.0,0.11,554643.19,55.0,0.121,29254.24,65.33,0.1437,281325.62,0.22,1007451.93,Cooperator
37,2024-11-11,PG,bear,-0.58,50.08,-0.2904,144159.31,50.0,-0.29,593868.52,55.0,-0.319,29173.57,66.55,-0.386,232798.6,-0.58,1001608.71,Defector
38,2024-11-06,PG,bear,-2.75,68.71,-1.8896,121566.32,50.0,-1.375,641952.8,55.0,-1.5125,29682.81,65.17,-1.7921,206798.08,-2.75,974064.47,Defector
39,2024-11-01,PG,bear,-0.13,52.55,-0.0683,114849.0,25.0,-0.0325,676217.78,90.0,-0.117,23659.47,64.93,-0.0844,185273.75,-0.13,972798.19,Defector
40,2024-10-29,PG,bear,-1.0,52.55,-0.5255,106017.96,35.0,-0.35,722546.8,55.0,-0.55,21360.03,66.2,-0.662,150075.21,-1.0,963070.21,Defector
41,2024-10-24,PG,bear,0.12,50.08,0.0601,114081.51,35.0,0.042,675754.61,55.0,0.066,23967.22,67.7,0.0812,186196.67,0.12,964225.89,Cooperator
42,2024-10-21,PG,bear,-0.84,46.89,-0.3939,123277.55,50.0,-0.42,700354.95,55.0,-0.462,23134.53,65.0,-0.546,153232.98,-0.84,956126.39,Defector
43,2024-10-11,PG,sideways,0.96,64.78,0.6219,145518.28,35.0,0.336,645302.83,55.0,0.528,25340.52,67.0,0.6432,183838.38,0.96,965305.21,Cooperator
44,2024-10-08,PG,bear,0.79,67.12,0.5302,170805.05,50.0,0.395,593114.53,55.0,0.4345,25175.98,65.33,0.5161,210904.44,0.79,972931.12,Cooperator
45,2024-10-03,PG,bear,-0.73,50.43,-0.3681,178884.47,50.0,-0.365,625175.89,55.0,-0.4015,24554.79,65.33,-0.4769,171384.84,-0.73,965828.72,Defector
46,2024-09-30,PG,bear,-0.31,66.49,-0.2061,153573.04,50.0,-0.155,673904.98,55.0,-0.1705,24835.11,66.25,-0.2054,147686.87,-0.31,962834.65,Defector
47,2024-09-25,PG,bear,-1.04,52.55,-0.5465,154014.5,50.0,-0.52,704728.18,55.0,-0.572,23883.93,64.93,-0.6753,117373.39,-1.04,952821.17,Defector
48,2024-09-20,PG,sideways,1.58,52.55,0.8303,166924.98,35.0,0.553,663624.18,70.0,1.106,29261.75,66.2,1.046,140189.1,1.58,967875.75,Cooperator
49,2024-09-17,PG,sideways,-0.42,64.78,-0.2721,151613.9,50.0,-0.21,690765.57,40.0,-0.168,33084.41,67.0,-0.2814,124536.12,-0.42,963810.67,Defector
50,2024-09-12,PG,sideways,-0.25,50.43,-0.1261,155577.94,50.0,-0.125,713773.59,55.0,-0.1375,31424.15,64.17,-0.1604,99224.31,-0.25,961401.14,Defector
51,2024-09-09,PG,sideways,0.3,52.55,0.1577,157088.23,50.0,0.15,686365.09,55.0,0.165,33181.35,64.93,0.1948,123365.33,0.3,964285.34,Cooperator
52,2024-09-04,PG,sideways,1.31,52.55,0.6884,158055.3,50.0,0.655,654398.05,55.0,0.7205,35066.34,63.67,0.834,152480.32,1.31,976917.48,Cooperator
53,2024-08-26,PG,sideways,0.98,52.55,0.515,158446.22,50.0,0.49,637322.08,40.0,0.392,30223.24,64.93,0.6363,174008.46,0.98,986491.27,Cooperator
54,2024-08-21,PG,sideways,-0.02,52.5,-0.0105,190309.03,70.0,-0.014,599234.74,55.0,-0.011,35174.72,65.5,-0.0131,175281.51,-0.02,986293.98,Defector
55,2024-08-16,PG,sideways,0.04,66.49,0.0266,185073.78,70.0,0.028,617682.81,55.0,0.022,27489.24,66.25,0.0265,169754.16,0.04,986688.49,Cooperator
56,2024-08-08,PG,bull,0.86,52.55,0.4519,183642.91,50.0,0.43,580786.04,55.0,0.473,28649.89,63.67,0.5475,206921.17,0.86,995174.01,Cooperator
57,2024-08-05,PG,sideways,-1.65,50.43,-0.8321,192213.97,50.0,-0.825,611812.96,55.0,-0.9075,27926.19,65.33,-1.078,168046.88,-1.65,978753.64,Defector
58,2024-07-26,PG,sideways,1.11,50.43,0.5598,186077.76,50.0,0.555,589050.29,70.0,0.777,33764.28,64.17,0.7123,191107.68,1.11,989617.81,Cooperator
59,2024-07-23,PG,sideways,-0.89,54.34,-0.4836,183431.33,50.0,-0.445,610776.56,40.0,-0.356,38984.73,63.93,-0.569,166807.38,-0.89,980810.21,Defector
60,2024-07-15,PG,sideways,-1.14,52.5,-0.5985,184323.92,50.0,-0.57,644890.3,55.0,-0.627,37186.71,62.5,-0.7125,133599.06,-1.14,969628.97,Defector
61,2024-07-10,PG,sideways,0.54,50.43,0.2723,178883.62,50.0,0.27,622513.68,70.0,0.378,44884.03,65.33,0.3528,153718.67,0.54,974864.97,Cooperator
62,2024-07-05,PG,sideways,0.73,52.5,0.3833,178508.17,50.0,0.365,586127.1,55.0,0.4015,47319.14,62.5,0.4562,188045.58,0.73,981981.48,Cooperator
63,2024-07-01,PG,sideways,-1.73,52.55,-0.9091,181395.43,50.0,-0.865,621064.03,55.0,-0.9515,46110.33,64.93,-1.1233,151430.2,-1.73,964993.2,Defector
64,2024-06-17,PG,sideways,0.99,52.55,0.5202,179233.27,50.0,0.495,592779.68,70.0,0.693,56168.63,63.67,0.6303,171818.42,0.99,974546.64,Cooperator
