Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,V,sideways,0.9,7.71,0.0694,222178.7,10.0,0.09,243632.12,10.0,0.09,243632.12,15.0,0.135,290557.06,0.9,1009000.0,Tit-for-Tat
2,2025-07-09,V,sideways,0.76,36.17,0.2749,262346.77,17.0,0.1292,231050.52,17.0,0.1292,231050.52,17.0,0.1292,275552.18,0.76,1016668.4,Signal Follower
3,2025-07-03,V,sideways,1.2,5.79,0.0695,235222.03,21.31,0.2557,221527.02,73.31,0.8797,269662.57,29.82,0.3578,273588.37,1.2,1028868.42,Defector
4,2025-06-30,V,bull,1.63,10.17,0.1658,203394.46,28.41,0.4631,207565.06,75.51,1.2309,302992.42,55.81,0.9098,286048.06,1.63,1045638.98,Defector
5,2025-06-25,V,bull,-1.48,10.17,-0.1505,237190.67,36.02,-0.533,218901.24,69.27,-1.0251,276058.0,63.41,-0.9385,267850.1,-1.48,1030163.52,Signal Follower
6,2025-06-20,V,sideways,-0.11,41.0,-0.0451,237570.99,41.43,-0.0456,218735.6,66.73,-0.0734,237458.23,15.22,-0.0167,306235.18,-0.11,1029030.34,Tit-for-Tat
7,2025-06-16,V,sideways,-0.28,5.79,-0.0162,261273.81,34.86,-0.0976,214313.01,68.72,-0.1924,199458.98,15.15,-0.0424,324954.2,-0.28,1026149.05,Signal Follower
8,2025-06-11,V,bull,0.89,10.2,0.0908,242867.08,26.32,0.2342,212672.91,75.7,0.6737,236324.73,15.0,0.1335,308135.28,0.89,1035281.78,Defector
9,2025-06-06,V,bull,0.33,7.71,0.0255,210583.13,26.54,0.0876,199365.2,76.41,0.2522,265570.65,57.49,0.1897,324481.02,0.33,1038698.21,Defector
10,2025-06-03,V,bull,0.35,39.41,0.1379,190502.29,33.79,0.1183,173208.63,69.71,0.244,291577.75,64.13,0.2245,344711.33,0.35,1042333.65,Tit-for-Tat
11,2025-05-29,V,bull,0.57,47.86,0.2728,197471.34,44.89,0.2559,173370.21,31.5,0.1795,245052.74,54.34,0.3097,384105.7,0.57,1048274.96,Tit-for-Tat
