Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,META,sideways,0.46,10.17,0.0468,236909.3,10.0,0.046,234906.3,10.0,0.046,234906.3,15.0,0.069,293278.1,0.46,1004600.0,Tit-for-Tat
2,2025-07-09,META,sideways,1.39,5.0,0.0695,200489.54,11.0,0.1529,238069.58,10.0,0.139,231523.73,15.0,0.2085,329917.16,1.39,1018563.94,Tit-for-Tat
3,2025-07-03,META,sideways,-1.05,10.17,-0.1068,212444.69,10.0,-0.105,252403.39,79.83,-0.8383,190934.4,15.0,-0.1575,344217.52,-1.05,1007869.02,Signal Follower
4,2025-06-30,META,sideways,-0.87,5.0,-0.0435,230121.38,30.25,-0.2632,251281.9,79.14,-0.6885,157686.3,15.0,-0.1305,360910.42,-0.87,999100.56,Signal Follower
5,2025-06-25,META,sideways,-0.65,5.0,-0.0325,247263.69,28.75,-0.1868,248703.03,76.62,-0.4981,129119.85,15.0,-0.0975,374913.43,-0.65,992606.4,Signal Follower
6,2025-06-20,META,bear,-2.63,5.0,-0.1315,263646.54,28.1,-0.739,244906.64,76.88,-2.0218,104923.62,15.0,-0.3945,386523.2,-2.63,966500.86,Signal Follower
7,2025-06-16,META,sideways,0.4,7.25,0.029,248807.94,25.6,0.1024,248208.09,76.98,0.3079,126833.64,15.0,0.06,376150.33,0.4,970366.86,Defector
8,2025-06-11,META,bear,-1.36,5.0,-0.068,280259.27,28.77,-0.3913,258345.24,77.02,-1.0475,109984.06,58.39,-0.7941,351411.43,-1.36,957169.87,Signal Follower
9,2025-06-06,META,bear,0.22,5.0,0.011,257651.5,39.34,0.0865,274213.74,69.64,0.1532,130529.75,15.0,0.033,337605.01,0.22,959275.64,Cooperator
10,2025-06-03,META,bear,-0.69,5.0,-0.0345,281548.71,26.31,-0.1815,277181.33,75.11,-0.5183,107448.98,32.04,-0.2211,333820.98,-0.69,952656.64,Signal Follower
