Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,LLY,sideways,1.18,64.78,0.7644,277526.71,31.5,0.3717,210705.85,50.0,0.59,247852.1,58.0,0.6844,263915.34,1.18,1011800.0,Signal Follower
2,2025-07-09,LLY,sideways,0.4,52.55,0.2102,303162.77,15.0,0.06,174392.27,40.0,0.16,248818.36,44.67,0.1787,273626.6,0.4,1015847.2,Signal Follower
3,2025-07-03,LLY,sideways,0.03,52.5,0.0158,320743.91,15.0,0.0045,143891.69,55.0,0.0165,267111.07,40.0,0.012,268253.34,0.03,1016151.95,Signal Follower
4,2025-06-30,LLY,sideways,0.13,66.16,0.086,331829.66,70.0,0.091,158492.95,55.0,0.0715,224339.7,67.83,0.0882,285337.69,0.13,1017472.95,Signal Follower
5,2025-06-25,LLY,bull,1.71,50.43,0.8623,333136.88,50.0,0.855,156809.12,55.0,0.9405,260041.16,46.67,0.798,250012.84,1.71,1034871.74,Signal Follower
6,2025-06-20,LLY,sideways,-2.96,52.55,-1.5555,325960.91,70.0,-2.072,129838.86,40.0,-1.184,282578.67,44.67,-1.3221,261621.57,-2.96,1004239.54,Defector
7,2025-06-16,LLY,sideways,-1.72,55.03,-0.9464,343573.91,40.0,-0.688,149072.58,85.0,-1.462,244798.95,63.08,-1.085,262554.55,-1.72,986966.62,Cooperator
8,2025-06-11,LLY,sideways,-0.13,52.55,-0.0683,340093.0,35.0,-0.0455,167441.31,70.0,-0.091,209861.4,41.17,-0.0535,282604.29,-0.13,985683.56,Cooperator
9,2025-06-06,LLY,sideways,0.18,55.03,0.099,365583.13,20.0,0.036,140443.36,55.0,0.099,225555.05,36.47,0.0656,268418.45,0.18,987457.79,Signal Follower
10,2025-06-03,LLY,sideways,0.61,64.78,0.3952,383472.65,35.0,0.2135,114276.97,55.0,0.3355,219168.01,65.5,0.3996,283082.37,0.61,993481.28,Signal Follower
11,2025-05-29,LLY,sideways,0.46,52.55,0.2417,403346.97,50.0,0.23,112595.14,55.0,0.253,244536.49,44.67,0.2055,239521.4,0.46,998051.3,Signal Follower
12,2025-05-23,LLY,sideways,0.52,46.89,0.2438,359880.03,50.0,0.26,112714.88,55.0,0.286,287628.98,50.0,0.26,239776.11,0.52,1003241.16,Signal Follower
13,2025-05-20,LLY,sideways,-1.19,61.75,-0.7349,359408.97,70.0,-0.833,96133.62,55.0,-0.6545,321586.46,65.67,-0.7814,222870.95,-1.19,991302.59,Cooperator
14,2025-05-15,LLY,sideways,1.05,62.45,0.6558,368664.63,50.0,0.525,86771.25,70.0,0.735,353866.53,45.25,0.4751,190697.59,1.05,1001711.27,Defector
15,2025-05-12,LLY,sideways,3.81,64.78,2.4681,406227.33,50.0,1.905,82978.75,40.0,1.524,303538.72,63.25,2.4098,207255.2,3.81,1039876.47,Signal Follower
16,2025-05-07,LLY,bull,-0.48,67.12,-0.3222,379343.74,80.0,-0.384,73191.48,15.0,-0.072,347025.53,58.83,-0.2824,200439.25,-0.48,1034885.06,Defector
17,2025-05-02,LLY,bull,-0.18,52.5,-0.0945,401280.61,70.0,-0.126,59587.99,55.0,-0.099,355012.53,62.5,-0.1125,184118.88,-0.18,1033022.27,Cooperator
18,2025-04-29,LLY,bull,0.85,52.55,0.4467,402025.86,70.0,0.595,70056.03,55.0,0.4675,364334.82,41.17,0.3499,163583.28,0.85,1041802.96,Signal Follower
19,2025-04-24,LLY,bull,2.84,52.55,1.4924,407851.23,50.0,1.42,66574.8,55.0,1.562,392076.28,44.67,1.2685,133497.7,2.84,1071390.16,Signal Follower
20,2025-04-21,LLY,bull,-2.79,52.5,-1.4648,383447.97,80.0,-2.232,55057.81,15.0,-0.4185,429117.57,40.0,-1.116,132376.64,-2.79,1041498.38,Cooperator
21,2025-04-15,LLY,bull,0.21,52.55,0.1104,359953.49,40.0,0.084,48073.97,85.0,0.1785,475580.35,41.17,0.0864,116392.19,0.21,1043685.52,Defector
22,2025-04-10,LLY,sideways,-2.43,55.03,-1.3371,362689.97,50.0,-1.215,55847.47,55.0,-1.3365,479562.31,59.33,-1.4418,101900.26,-2.43,1018323.97,Cooperator
23,2025-04-07,LLY,bull,3.7,64.78,2.3968,356315.88,15.0,0.555,44793.99,85.0,3.145,506267.35,44.5,1.6465,92622.79,3.7,1056001.95,Defector
24,2025-04-02,LLY,bull,2.92,66.49,1.9416,405338.52,60.0,1.752,49110.21,25.0,0.73,442533.25,62.5,1.825,103018.02,2.92,1086837.21,Signal Follower
25,2025-03-28,LLY,bull,0.31,50.43,0.1563,432505.12,80.0,0.248,59061.95,15.0,0.0465,400287.97,46.67,0.1447,108144.96,0.31,1090206.4,Signal Follower
26,2025-03-25,LLY,bull,-1.98,67.12,-1.3289,415630.21,85.0,-1.683,47869.15,55.0,-1.089,425490.58,59.33,-1.1748,111010.07,-1.98,1068620.32,Cooperator
27,2025-03-20,LLY,bull,0.42,52.55,0.2207,392758.64,50.0,0.21,44122.56,70.0,0.294,469732.63,41.17,0.1729,93386.17,0.42,1073108.52,Defector
28,2025-03-17,LLY,bull,0.96,52.55,0.5045,374187.55,50.0,0.48,38953.92,55.0,0.528,479043.77,59.92,0.5752,107814.76,0.96,1083410.36,Defector
29,2025-03-12,LLY,sideways,0.85,52.55,0.4467,355873.31,50.0,0.425,34589.23,55.0,0.4675,484635.45,60.93,0.5179,124902.01,0.85,1092619.35,Defector
30,2025-03-07,LLY,sideways,-3.96,62.45,-2.4731,336569.76,70.0,-2.772,28157.07,55.0,-2.178,521390.05,64.4,-2.5502,113883.11,-3.96,1049351.63,Cooperator
31,2025-03-04,LLY,sideways,-1.21,50.43,-0.6102,365344.35,25.0,-0.3025,33800.06,90.0,-1.089,472726.65,41.67,-0.5042,128128.94,-1.21,1036654.47,Cooperator
32,2025-02-27,LLY,sideways,-1.15,52.5,-0.6038,376238.09,35.0,-0.4025,38690.99,70.0,-0.805,432513.49,28.0,-0.322,152557.43,-1.15,1024732.95,Cooperator
33,2025-02-24,LLY,sideways,0.24,52.5,0.126,369106.99,20.0,0.048,31612.54,70.0,0.168,462508.75,35.75,0.0858,136771.72,0.24,1027192.3,Defector
34,2025-02-19,LLY,bear,1.15,50.43,0.5799,357822.65,35.0,0.4025,25663.07,55.0,0.6325,469967.98,60.42,0.6948,146546.31,1.15,1039005.02,Defector
35,2025-02-13,LLY,bear,-0.59,52.5,-0.3098,334577.56,50.0,-0.295,24857.12,40.0,-0.236,518292.19,60.0,-0.354,122273.13,-0.59,1032874.89,Cooperator
36,2025-02-10,LLY,bear,-1.01,52.5,-0.5302,332754.57,50.0,-0.505,25870.13,55.0,-0.5555,491521.99,40.0,-0.404,149853.32,-1.01,1022442.85,Cooperator
37,2025-02-05,LLY,bear,0.84,52.5,0.441,313322.61,50.0,0.42,23792.61,70.0,0.588,538197.73,40.0,0.336,124687.05,0.84,1031031.37,Defector
38,2025-01-31,LLY,bear,-1.45,52.5,-0.7612,333657.55,50.0,-0.725,27205.94,55.0,-0.7975,530845.97,58.75,-0.8519,108290.54,-1.45,1016081.42,Cooperator
39,2025-01-28,LLY,bear,-0.28,62.07,-0.1738,337758.39,35.0,-0.098,33304.42,70.0,-0.196,504424.03,44.5,-0.1246,124513.16,-0.28,1013236.39,Cooperator
40,2025-01-23,LLY,sideways,2.53,66.49,1.6823,369824.75,50.0,1.265,31128.55,55.0,1.3915,495978.59,39.0,0.9867,103068.11,2.53,1038871.27,Defector
41,2025-01-17,LLY,sideways,-2.96,67.12,-1.9867,323799.63,60.0,-1.776,28526.32,25.0,-0.74,554158.76,61.58,-1.8229,93515.29,-2.96,1008120.68,Cooperator
42,2025-01-14,LLY,bear,-5.01,46.89,-2.3494,363057.31,40.0,-2.004,33147.31,85.0,-4.2585,496513.54,42.5,-2.1292,107281.84,-5.01,957613.83,Cooperator
43,2025-01-08,LLY,bear,1.73,55.03,0.9519,344966.88,15.0,0.2595,26929.19,90.0,1.557,531543.49,40.47,0.7001,96560.44,1.73,974180.55,Defector
44,2025-01-03,LLY,bear,0.49,64.78,0.3174,371687.68,20.0,0.098,22584.28,40.0,0.196,502475.42,63.25,0.3099,103252.61,0.49,978954.04,Signal Follower
45,2024-12-30,LLY,bear,-0.52,46.89,-0.2438,393811.92,35.0,-0.182,27804.04,55.0,-0.286,473613.49,50.0,-0.26,104770.55,-0.52,973863.48,Cooperator
46,2024-12-24,LLY,bear,0.54,52.55,0.2838,393605.87,70.0,0.378,32030.76,55.0,0.297,483508.17,37.42,0.202,90855.2,0.54,979122.34,Defector
47,2024-12-19,LLY,bear,-0.99,66.16,-0.655,355582.15,50.0,-0.495,37069.23,55.0,-0.5445,521588.13,63.58,-0.6295,85760.49,-0.99,969429.03,Cooperator
48,2024-12-16,LLY,bear,-1.64,52.55,-0.8618,357079.37,50.0,-0.82,39148.65,55.0,-0.902,497788.4,41.17,-0.6751,105983.58,-1.64,953530.39,Cooperator
49,2024-12-11,LLY,bear,0.1,52.55,0.0526,340205.23,35.0,0.035,32501.35,70.0,0.07,534914.78,40.93,0.0409,92378.65,0.1,954483.92,Defector
50,2024-12-06,LLY,bear,-0.12,52.5,-0.063,345430.4,35.0,-0.042,39491.25,55.0,-0.066,527869.65,58.75,-0.0705,87208.7,-0.12,953338.54,Cooperator
51,2024-12-03,LLY,bear,1.3,52.5,0.6825,348204.66,35.0,0.455,32769.77,55.0,0.715,545549.67,36.25,0.4712,73475.89,1.3,965731.94,Defector
52,2024-11-27,LLY,sideways,0.01,85.5,0.0085,402718.1,50.0,0.005,31185.69,40.0,0.004,487690.5,70.0,0.007,78405.71,0.01,965828.51,Signal Follower
53,2024-11-22,LLY,sideways,-1.19,52.55,-0.6253,408306.36,50.0,-0.595,33838.67,55.0,-0.6545,461105.64,44.67,-0.5315,96749.32,-1.19,954335.16,Cooperator
54,2024-11-19,LLY,sideways,1.87,64.78,1.2114,408506.05,50.0,0.935,29374.46,70.0,1.309,482901.62,44.5,0.8322,79217.88,1.87,972181.22,Defector
55,2024-11-14,LLY,sideways,-2.84,62.45,-1.7737,363511.56,50.0,-1.42,29773.49,40.0,-1.136,537439.87,64.0,-1.8176,69275.08,-2.84,944571.28,Cooperator
56,2024-11-11,LLY,bear,0.14,64.78,0.0907,351084.87,25.0,0.035,23864.99,85.0,0.119,563944.31,44.5,0.0623,61105.82,0.14,945893.68,Defector
57,2024-11-06,LLY,bear,-5.01,64.78,-3.2454,316150.84,50.0,-2.505,27377.84,55.0,-2.7555,599886.22,63.25,-3.1688,56585.11,-5.01,898504.4,Cooperator
