Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,UNH,sideways,-0.35,5.0,-0.0175,286847.78,11.0,-0.0385,244736.03,10.0,-0.035,251754.66,15.0,-0.0525,216661.54,-0.35,996500.0,Signal Follower
2,2025-07-09,UNH,sideways,-0.09,41.0,-0.0369,239199.79,27.0,-0.0243,261087.63,27.0,-0.0243,268575.19,27.0,-0.0243,231137.39,-0.09,995603.15,Tit-for-Tat
3,2025-07-03,UNH,sideways,-0.42,31.59,-0.1327,247665.59,25.32,-0.1063,279174.49,69.17,-0.2905,223618.87,23.4,-0.0983,249541.06,-0.42,991421.62,Tit-for-Tat
4,2025-06-30,UNH,sideways,0.96,7.71,0.0741,221964.49,31.97,0.3069,278821.22,71.61,0.6875,260799.1,21.72,0.2085,238415.19,0.96,1000939.26,Defector
5,2025-06-25,UNH,sideways,-0.78,41.0,-0.3198,235825.31,31.68,-0.2471,311973.54,74.77,-0.5832,223768.19,58.23,-0.4542,228432.97,-0.78,993131.94,Cooperator
6,2025-06-20,UNH,bear,-2.42,41.0,-0.9922,227019.0,48.7,-1.1785,272143.79,27.0,-0.6534,252179.02,30.27,-0.7326,248658.2,-2.42,969098.15,Defector
7,2025-06-16,UNH,bear,-1.71,10.17,-0.1739,250829.67,25.93,-0.4434,279672.68,65.0,-1.1116,210876.33,23.4,-0.4001,258621.32,-1.71,952526.57,Signal Follower
8,2025-06-11,UNH,sideways,2.6,5.0,0.13,228266.55,28.6,0.7436,279290.0,75.08,1.9522,247378.89,15.0,0.39,245064.56,2.6,977292.26,Defector
9,2025-06-06,UNH,sideways,2.02,10.17,0.2055,200194.95,25.19,0.5088,260963.51,76.9,1.5534,280018.69,57.06,1.1526,258822.84,2.02,997033.56,Defector
10,2025-06-03,UNH,sideways,-0.62,5.0,-0.031,234053.03,40.29,-0.2498,268622.58,69.6,-0.4315,255738.82,64.52,-0.4,241585.56,-0.62,990851.95,Signal Follower
11,2025-05-29,UNH,sideways,0.46,5.0,0.023,207301.76,39.01,0.1794,276124.12,66.7,0.3068,292497.28,15.0,0.069,224076.85,0.46,995409.87,Defector
12,2025-05-23,UNH,sideways,-0.18,10.17,-0.0183,233719.42,23.23,-0.0418,296866.29,75.17,-0.1353,253605.71,51.19,-0.0921,215808.58,-0.18,993618.13,Signal Follower
13,2025-05-20,UNH,sideways,0.21,39.41,0.0828,232872.73,32.72,0.0687,285993.46,70.9,0.1489,292100.97,15.0,0.0315,189032.84,0.21,995704.73,Defector
14,2025-05-15,UNH,sideways,-0.2,7.71,-0.0154,266655.61,32.24,-0.0645,297662.54,70.48,-0.141,256530.43,54.13,-0.1083,179151.42,-0.2,993713.32,Signal Follower
15,2025-05-12,UNH,sideways,-0.59,31.59,-0.1864,276745.55,34.03,-0.2008,305240.15,69.32,-0.409,216939.05,15.0,-0.0885,201075.25,-0.59,987850.41,Tit-for-Tat
16,2025-05-07,UNH,sideways,-1.09,41.0,-0.4469,277233.31,35.15,-0.3831,315093.59,71.56,-0.78,182765.74,18.6,-0.2027,224907.36,-1.09,977082.84,Tit-for-Tat
17,2025-05-02,UNH,sideways,-0.01,7.71,-0.0008,302710.54,33.61,-0.0034,309474.8,69.21,-0.0069,151928.78,17.88,-0.0018,235885.89,-0.01,976985.14,Signal Follower
18,2025-04-29,UNH,sideways,-2.84,10.17,-0.2889,320638.68,25.12,-0.7134,310278.82,75.13,-2.1338,123540.59,15.0,-0.426,245541.91,-2.84,949238.76,Signal Follower
19,2025-04-24,UNH,bear,-0.78,10.17,-0.0793,337685.99,26.4,-0.206,308219.16,76.62,-0.5976,99866.15,15.0,-0.117,254228.7,-0.78,941834.7,Signal Follower
20,2025-04-21,UNH,bear,-5.43,39.41,-2.1399,328042.44,25.43,-1.3806,317462.41,76.4,-4.1487,81543.95,15.0,-0.8145,272951.2,-5.43,890693.07,Tit-for-Tat
21,2025-04-15,UNH,bear,-1.46,5.0,-0.073,350709.64,36.88,-0.5384,301163.2,71.69,-1.0467,66628.98,15.0,-0.219,281498.19,-1.46,877688.95,Signal Follower
22,2025-04-10,UNH,bear,2.44,5.0,0.122,331644.6,26.83,0.6548,310162.99,75.52,1.8427,81135.89,15.0,0.366,277056.52,2.44,899104.56,Cooperator
23,2025-04-07,UNH,bear,2.2,36.17,0.7957,336171.71,27.39,0.6025,301112.33,77.19,1.6983,98478.94,23.88,0.5255,264237.02,2.2,918884.86,Signal Follower
24,2025-04-02,UNH,bear,0.05,5.0,0.0025,301843.55,38.53,0.0193,314998.33,70.43,0.0352,116909.31,29.82,0.0149,266248.82,0.05,919344.31,Cooperator
25,2025-03-28,UNH,bear,-0.16,5.0,-0.008,329555.37,30.31,-0.0485,312013.13,72.78,-0.1164,95937.46,31.47,-0.0504,262494.03,-0.16,917873.36,Signal Follower
26,2025-03-25,UNH,bear,-0.94,5.0,-0.047,350699.43,31.34,-0.2946,301815.85,73.87,-0.6944,77800.29,15.0,-0.141,269684.43,-0.94,909245.35,Signal Follower
27,2025-03-20,UNH,bear,1.2,5.0,0.06,330707.81,27.39,0.3287,310272.29,76.44,0.9173,94469.34,15.0,0.18,264550.56,1.2,920156.29,Cooperator
28,2025-03-17,UNH,sideways,2.36,5.0,0.118,306369.81,28.05,0.6621,315283.57,77.1,1.8196,114032.51,23.68,0.5587,264314.11,2.36,941871.98,Cooperator
29,2025-03-12,UNH,sideways,-0.42,40.87,-0.1717,301160.75,29.99,-0.126,327015.19,75.55,-0.3173,92397.23,25.98,-0.1091,279426.84,-0.42,937916.12,Tit-for-Tat
30,2025-03-07,UNH,bull,1.99,5.0,0.0995,271866.59,39.85,0.793,345051.98,68.86,1.3703,109216.87,22.69,0.4515,273864.56,1.99,956580.65,Cooperator
31,2025-03-04,UNH,bull,1.03,41.0,0.4223,274169.7,30.63,0.3155,325921.12,73.74,0.7596,132172.89,35.99,0.3707,267736.3,1.03,966433.43,Signal Follower
32,2025-02-27,UNH,bull,0.51,7.71,0.0393,241515.68,38.17,0.1947,335175.11,67.06,0.342,154416.38,33.2,0.1693,268892.83,0.51,971362.24,Cooperator
33,2025-02-24,UNH,bull,-1.11,47.86,-0.5313,233952.91,31.18,-0.3461,359453.28,71.82,-0.7972,126570.5,36.17,-0.4015,280023.31,-1.11,960580.12,Tit-for-Tat
34,2025-02-19,UNH,bull,1.94,39.41,0.7645,234464.43,36.78,0.7135,353113.39,65.8,1.2765,152028.26,29.82,0.5785,260393.92,1.94,979215.37,Cooperator
35,2025-02-13,UNH,bull,0.05,35.27,0.0176,225563.18,38.26,0.0191,347398.4,67.33,0.0337,181796.13,32.49,0.0162,245242.29,0.05,979704.98,Cooperator
36,2025-02-10,UNH,bull,1.08,7.71,0.0833,197088.98,34.52,0.3728,347907.59,67.33,0.7272,210473.62,33.6,0.3629,244529.81,1.08,990285.79,Defector
37,2025-02-05,UNH,bull,1.71,7.71,0.1319,171430.32,28.35,0.4848,332264.68,72.36,1.2374,239261.58,51.63,0.8829,257043.43,1.71,1007219.68,Defector
38,2025-01-31,UNH,bull,-0.14,7.71,-0.0108,197733.82,33.73,-0.0472,347692.73,70.38,-0.0985,214303.78,60.89,-0.0852,240269.68,-0.14,1005809.57,Signal Follower
39,2025-01-28,UNH,bull,-0.1,5.0,-0.005,220385.43,38.97,-0.039,338679.88,67.94,-0.0679,183075.76,15.0,-0.015,257858.92,-0.1,1004803.76,Signal Follower
40,2025-01-23,UNH,bull,0.36,10.17,0.0366,205208.52,23.52,0.0847,332980.29,75.17,0.2706,216856.31,15.0,0.054,244954.87,0.36,1008421.06,Defector
41,2025-01-17,UNH,bull,0.82,41.0,0.3362,194037.29,31.51,0.2584,296655.71,76.88,0.6305,249868.48,60.72,0.4979,259438.52,0.82,1016690.11,Defector
42,2025-01-14,UNH,bull,0.76,5.0,0.038,171443.24,49.14,0.3735,313310.02,10.0,0.076,225657.86,64.51,0.4903,289588.89,0.76,1024416.95,Tit-for-Tat
43,2025-01-08,UNH,bull,1.95,5.0,0.0975,147663.43,23.71,0.4623,294957.09,65.22,1.2719,252568.27,49.66,0.9683,304811.21,1.95,1044393.09,Defector
44,2025-01-03,UNH,bull,1.31,39.41,0.5162,139760.47,29.22,0.3828,260234.99,71.94,0.9424,290850.33,50.16,0.6571,309154.21,1.31,1058074.63,Defector
