Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,TSLA,sideways,-0.26,41.92,-0.109,206698.73,23.5,-0.0611,264433.76,23.5,-0.0611,264433.76,23.5,-0.0611,264433.76,-0.26,997400.0,Cooperator
2,2025-07-09,TSLA,sideways,-0.56,41.0,-0.2296,169205.41,27.0,-0.1512,276931.53,27.0,-0.1512,276931.53,27.0,-0.1512,276931.53,-0.56,991814.56,Cooperator
3,2025-07-03,TSLA,sideways,-0.83,36.17,-0.3002,172636.9,27.27,-0.2263,296515.26,69.17,-0.5741,230775.44,25.0,-0.2075,300072.39,-0.83,983582.5,Signal Follower
4,2025-06-30,TSLA,sideways,-0.7,10.17,-0.0712,193918.19,33.41,-0.2339,301196.49,70.26,-0.4918,195088.93,29.82,-0.2087,309796.4,-0.7,976697.42,Signal Follower
5,2025-06-25,TSLA,bear,-4.42,5.0,-0.221,212032.9,31.6,-1.3966,298573.51,72.77,-3.2163,162552.55,15.0,-0.663,326841.04,-4.42,933527.4,Signal Follower
6,2025-06-20,TSLA,bear,-1.77,5.0,-0.0885,228375.36,27.11,-0.4798,297894.33,76.4,-1.3523,133427.84,15.0,-0.2655,340302.47,-1.77,917003.96,Signal Follower
7,2025-06-16,TSLA,bear,-0.65,5.0,-0.0325,244404.19,28.04,-0.1823,294584.97,77.15,-0.5015,108829.74,15.0,-0.0975,352181.1,-0.65,911043.43,Signal Follower
8,2025-06-11,TSLA,bear,-2.38,5.0,-0.119,260043.22,28.23,-0.672,289372.24,76.99,-1.8324,88249.16,15.0,-0.357,362335.39,-2.38,889360.6,Signal Follower
9,2025-06-06,TSLA,bear,-1.23,39.41,-0.4847,249591.61,24.42,-0.3003,295409.45,76.96,-0.9466,71203.85,15.0,-0.1845,383795.1,-1.23,878421.47,Tit-for-Tat
10,2025-06-03,TSLA,bear,-0.67,5.0,-0.0335,266555.55,37.02,-0.248,279886.27,71.86,-0.4815,58123.67,15.0,-0.1005,395434.51,-0.67,872536.04,Signal Follower
