Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,JNJ,sideways,-0.03,52.5,-0.0158,227873.89,15.0,-0.0045,291091.35,50.0,-0.015,232088.39,40.0,-0.012,248946.38,-0.03,999700.0,Cooperator
2,2025-07-09,JNJ,sideways,0.31,52.5,0.1628,251044.7,15.0,0.0465,259418.25,55.0,0.1705,258944.57,21.25,0.0659,230592.47,0.31,1002799.07,Defector
3,2025-07-03,JNJ,sideways,0.37,52.55,0.1944,261477.16,15.0,0.0555,215555.71,55.0,0.2035,273263.67,59.92,0.2217,249703.46,0.37,1006509.43,Defector
4,2025-06-30,JNJ,sideways,0.39,64.78,0.2526,287640.42,50.0,0.195,185312.78,55.0,0.2145,257145.78,63.6,0.248,269901.02,0.39,1010434.81,Signal Follower
5,2025-06-25,JNJ,sideways,0.59,53.96,0.3184,308586.7,50.0,0.295,182778.88,55.0,0.3245,281681.04,43.33,0.2557,226953.38,0.59,1016396.38,Signal Follower
6,2025-06-20,JNJ,sideways,-0.97,64.78,-0.6284,284487.33,50.0,-0.485,209240.63,55.0,-0.5335,301222.1,66.0,-0.6402,205049.95,-0.97,1006537.33,Cooperator
7,2025-06-16,JNJ,sideways,-0.77,52.55,-0.4046,272719.21,50.0,-0.385,210948.84,55.0,-0.4235,274430.2,41.17,-0.317,241901.75,-0.77,998787.0,Tit-for-Tat
8,2025-06-11,JNJ,sideways,-0.67,52.36,-0.3508,260284.85,50.0,-0.335,212873.24,55.0,-0.3685,245178.79,43.29,-0.2901,281663.11,-0.67,992095.12,Tit-for-Tat
9,2025-06-06,JNJ,sideways,0.67,46.89,0.3142,264577.72,35.0,0.2345,181021.01,55.0,0.3685,276984.19,44.63,0.299,277417.08,0.67,998742.16,Defector
10,2025-06-03,JNJ,sideways,-0.25,54.3,-0.1358,271799.46,50.0,-0.125,208717.36,55.0,-0.1375,278905.87,59.78,-0.1495,240577.31,-0.25,996245.31,Cooperator
11,2025-05-29,JNJ,sideways,1.21,50.08,0.6059,275467.57,50.0,0.605,211205.01,55.0,0.6655,311402.85,41.75,0.5052,201924.57,1.21,1008299.87,Defector
12,2025-05-23,JNJ,sideways,-0.04,52.5,-0.021,278132.77,70.0,-0.028,179688.95,40.0,-0.016,349758.94,58.75,-0.0235,192419.34,-0.04,1007896.55,Tit-for-Tat
13,2025-05-20,JNJ,sideways,0.87,50.43,0.4387,251053.62,50.0,0.435,159241.83,55.0,0.4785,376950.87,55.73,0.4848,212753.68,0.87,1016665.25,Defector
14,2025-05-15,JNJ,sideways,1.09,52.55,0.5728,230804.09,70.0,0.763,188931.44,55.0,0.5995,360681.63,59.92,0.6531,219582.83,1.09,1027746.9,Defector
15,2025-05-12,JNJ,sideways,1.39,50.43,0.701,225925.76,70.0,0.973,218473.29,40.0,0.556,318943.18,61.33,0.8525,236657.77,1.39,1042032.59,Defector
16,2025-05-07,JNJ,bull,1.65,52.55,0.8671,221754.9,70.0,1.155,249041.44,40.0,0.66,276724.54,61.95,1.0222,252479.12,1.65,1059226.12,Cooperator
17,2025-05-02,JNJ,bull,0.03,52.5,0.0158,214986.13,70.0,0.021,280292.16,40.0,0.012,237441.36,62.5,0.0187,267280.35,0.03,1059543.89,Cooperator
18,2025-04-29,JNJ,bull,0.3,52.5,0.1575,188963.07,70.0,0.21,315625.7,55.0,0.165,217082.05,64.0,0.192,278329.18,0.3,1062722.52,Cooperator
19,2025-04-24,JNJ,bull,-0.56,52.55,-0.2943,214807.36,70.0,-0.392,282230.34,55.0,-0.308,239379.43,66.2,-0.3707,263582.87,-0.56,1056771.28,Signal Follower
20,2025-04-21,JNJ,bull,-0.66,52.5,-0.3465,202035.73,50.0,-0.33,277781.54,55.0,-0.363,214687.58,40.0,-0.264,305495.14,-0.66,1049796.59,Tit-for-Tat
21,2025-04-15,JNJ,sideways,-1.34,67.12,-0.8994,168839.65,50.0,-0.67,285017.48,55.0,-0.737,208342.76,42.83,-0.574,337800.11,-1.34,1035729.31,Defector
22,2025-04-10,JNJ,sideways,-1.12,52.55,-0.5886,171867.39,35.0,-0.392,327683.66,70.0,-0.784,184784.01,63.67,-0.7131,315664.95,-1.12,1024129.14,Signal Follower
23,2025-04-07,JNJ,sideways,-0.44,52.55,-0.2312,165305.16,35.0,-0.154,358956.42,70.0,-0.308,153179.57,44.67,-0.1965,322558.85,-0.44,1019622.98,Signal Follower
24,2025-04-02,JNJ,sideways,0.88,52.55,0.4624,183869.84,35.0,0.308,315713.94,55.0,0.484,175359.52,44.67,0.3931,325056.69,0.88,1028595.66,Tit-for-Tat
25,2025-03-28,JNJ,sideways,0.07,64.78,0.0453,218202.07,50.0,0.035,301049.25,55.0,0.0385,181047.61,48.0,0.0336,299701.07,0.07,1029315.68,Cooperator
26,2025-03-25,JNJ,bear,-1.53,64.78,-0.9911,200803.83,50.0,-0.765,340919.21,55.0,-0.8415,192029.02,67.0,-1.0251,266247.94,-1.53,1013567.15,Defector
27,2025-03-20,JNJ,bear,0.01,50.43,0.005,183808.45,50.0,0.005,310362.44,70.0,0.007,219531.35,64.17,0.0064,286297.75,0.01,1013668.5,Tit-for-Tat
28,2025-03-17,JNJ,bear,0.26,50.43,0.1311,167453.01,50.0,0.13,279410.19,55.0,0.143,225143.48,59.79,0.1555,327993.32,0.26,1016304.04,Tit-for-Tat
29,2025-03-12,JNJ,bear,-0.54,50.43,-0.2723,184883.38,50.0,-0.27,312493.72,55.0,-0.297,214235.52,57.17,-0.3087,288387.38,-0.54,1010816.0,Signal Follower
30,2025-03-07,JNJ,sideways,0.94,50.43,0.474,186394.67,50.0,0.47,310477.95,55.0,0.517,249376.5,46.67,0.4387,253750.88,0.94,1020317.67,Cooperator
31,2025-03-04,JNJ,bear,-1.58,50.43,-0.7968,201096.49,50.0,-0.79,337304.82,55.0,-0.869,249033.42,64.17,-1.0138,212565.27,-1.58,1004196.65,Signal Follower
32,2025-02-27,JNJ,sideways,0.87,52.55,0.4572,197267.37,50.0,0.435,321830.58,70.0,0.609,290017.57,44.67,0.3886,190884.49,0.87,1012933.16,Defector
33,2025-02-24,JNJ,sideways,0.65,55.03,0.3577,202147.22,50.0,0.325,279918.67,55.0,0.3575,296967.08,59.33,0.3857,220967.04,0.65,1019517.23,Cooperator
34,2025-02-19,JNJ,sideways,1.86,55.03,1.0235,200553.86,50.0,0.93,247461.47,55.0,1.023,294465.87,63.08,1.1734,257518.8,1.86,1038480.25,Defector
35,2025-02-13,JNJ,sideways,1.28,52.55,0.6726,195911.45,70.0,0.896,281406.07,40.0,0.512,253696.15,59.92,0.7669,268986.32,1.28,1051772.79,Cooperator
36,2025-02-10,JNJ,bull,0.41,52.5,0.2153,188221.18,70.0,0.287,313865.98,40.0,0.164,215721.79,62.5,0.2563,282191.04,0.41,1056085.06,Cooperator
37,2025-02-05,JNJ,bull,0.57,53.21,0.3033,164310.34,70.0,0.399,347630.31,55.0,0.3135,193705.49,65.39,0.3727,294353.87,0.57,1062104.75,Cooperator
38,2025-01-31,JNJ,bull,-0.31,52.55,-0.1629,188671.15,70.0,-0.217,313991.11,55.0,-0.1705,215761.14,66.2,-0.2052,281576.6,-0.31,1058812.22,Signal Follower
39,2025-01-28,JNJ,bull,-1.49,64.78,-0.9652,170028.34,50.0,-0.745,352998.34,55.0,-0.8195,226284.0,65.5,-0.9759,250689.32,-1.49,1043035.92,Defector
40,2025-01-23,JNJ,bull,0.83,52.5,0.4358,158065.89,50.0,0.415,317044.63,70.0,0.581,260254.03,62.5,0.5187,264635.45,0.83,1051693.12,Cooperator
41,2025-01-17,JNJ,bull,-0.28,52.5,-0.147,166530.45,50.0,-0.14,350970.98,55.0,-0.154,260278.39,62.5,-0.175,222220.17,-0.28,1048748.38,Signal Follower
42,2025-01-14,JNJ,bull,0.17,52.55,0.0893,175266.94,50.0,0.085,346014.34,55.0,0.0935,290580.56,44.67,0.0759,188138.16,0.17,1050531.25,Cooperator
43,2025-01-08,JNJ,sideways,-2.21,54.3,-1.2001,176844.09,50.0,-1.105,378894.85,55.0,-1.2155,289147.03,63.53,-1.4041,155114.03,-2.21,1027314.51,Signal Follower
44,2025-01-03,JNJ,sideways,0.08,52.5,0.042,179224.74,25.0,0.02,336627.82,85.0,0.068,335759.65,40.0,0.032,148387.78,0.08,1028136.36,Defector
45,2024-12-30,JNJ,bear,-1.04,52.55,-0.5465,171774.79,35.0,-0.364,384147.99,55.0,-0.572,313238.77,59.92,-0.6231,130838.45,-1.04,1017443.74,Tit-for-Tat
46,2024-12-24,JNJ,bear,0.59,46.89,0.2767,166335.49,35.0,0.2065,336250.04,70.0,0.413,359929.09,57.44,0.3389,137485.37,0.59,1023446.66,Defector
47,2024-12-19,JNJ,bear,-0.39,55.03,-0.2146,160916.97,50.0,-0.195,375045.17,55.0,-0.2145,348470.36,59.33,-0.2314,115567.49,-0.39,1019455.22,Tit-for-Tat
48,2024-12-16,JNJ,bear,-1.96,52.55,-1.03,162731.34,50.0,-0.98,421176.99,55.0,-1.078,314999.82,55.67,-1.0911,101091.86,-1.96,999473.9,Tit-for-Tat
49,2024-12-11,JNJ,bear,-1.25,52.5,-0.6563,160328.42,35.0,-0.4375,473637.73,70.0,-0.875,266461.57,52.53,-0.6567,99572.29,-1.25,986980.47,Tit-for-Tat
50,2024-12-06,JNJ,bear,-0.05,52.55,-0.0263,155565.37,35.0,-0.0175,524863.04,70.0,-0.035,222021.22,51.35,-0.0257,97550.37,-0.05,986486.98,Tit-for-Tat
51,2024-12-03,JNJ,bear,-1.58,64.78,-1.0235,129417.87,35.0,-0.553,574578.28,55.0,-0.869,203864.08,52.02,-0.8219,92139.77,-1.58,970900.49,Tit-for-Tat
52,2024-11-27,JNJ,bear,0.5,66.49,0.3325,148055.32,35.0,0.175,517868.56,70.0,0.35,238733.87,52.32,0.2616,95342.24,0.5,975754.99,Cooperator
53,2024-11-22,JNJ,bear,-0.47,64.78,-0.3045,128463.06,50.0,-0.235,552935.63,55.0,-0.2585,238742.21,67.0,-0.3149,79859.1,-0.47,971168.94,Tit-for-Tat
54,2024-11-19,JNJ,bear,-0.62,52.55,-0.3258,118142.1,35.0,-0.217,601203.23,55.0,-0.341,213974.82,61.42,-0.3808,66679.85,-0.62,965147.7,Tit-for-Tat
55,2024-11-14,JNJ,bear,-0.86,50.43,-0.4337,122192.02,50.0,-0.43,628849.77,55.0,-0.473,194618.41,58.47,-0.5028,54339.8,-0.86,956847.43,Tit-for-Tat
56,2024-11-11,JNJ,bear,-0.37,46.89,-0.1735,115245.73,35.0,-0.1295,672697.6,55.0,-0.2035,166764.4,57.2,-0.2116,45292.28,-0.37,953307.09,Tit-for-Tat
57,2024-11-06,JNJ,bear,-1.26,66.16,-0.8337,93746.91,35.0,-0.441,715615.01,55.0,-0.693,150610.19,57.41,-0.7234,40027.89,-1.26,941295.42,Tit-for-Tat
58,2024-11-01,JNJ,bear,-0.28,52.5,-0.147,86971.63,35.0,-0.098,756622.94,70.0,-0.196,120209.76,55.67,-0.1559,36195.67,-0.28,938659.79,Tit-for-Tat
