Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,META,sideways,0.46,50.43,0.232,266722.42,15.0,0.069,206908.64,50.0,0.23,265998.26,46.67,0.2147,260370.68,0.46,251150.0,Signal Follower
2,2025-07-09,META,sideways,1.39,52.5,0.7298,283972.76,15.0,0.2085,171799.43,55.0,0.7645,287357.73,40.0,0.556,256870.08,1.39,254640.98,Defector
3,2025-07-03,META,sideways,-1.05,50.43,-0.5295,272857.61,15.0,-0.1575,201626.6,40.0,-0.42,294106.67,60.42,-0.6344,231409.12,-1.05,251967.25,Cooperator
4,2025-06-30,META,sideways,-0.87,52.5,-0.4567,268783.73,50.0,-0.435,201523.41,70.0,-0.609,260031.21,21.25,-0.1849,269661.65,-0.87,249775.14,Tit-for-Tat
5,2025-06-25,META,sideways,-0.65,52.5,-0.3412,252629.34,50.0,-0.325,193726.93,55.0,-0.3575,238834.53,25.94,-0.1686,314809.2,-0.65,248151.6,Tit-for-Tat
6,2025-06-20,META,bear,-2.63,52.5,-1.3808,229570.84,35.0,-0.9205,206175.52,55.0,-1.4465,211728.49,28.75,-0.7561,352525.15,-2.63,241625.21,Cooperator
7,2025-06-16,META,sideways,0.4,52.9,0.2116,232778.06,25.0,0.1,185331.11,90.0,0.36,247076.41,37.33,0.1493,334814.42,0.4,242591.71,Defector
8,2025-06-11,META,bear,-1.36,52.5,-0.714,231391.88,35.0,-0.476,220462.28,55.0,-0.748,238704.1,58.75,-0.799,309441.74,-1.36,239292.47,Cooperator
9,2025-06-06,META,bear,0.22,52.5,0.1155,239081.65,35.0,0.077,200562.39,70.0,0.154,276116.12,36.25,0.0798,284239.83,0.22,239818.91,Defector
10,2025-06-03,META,bear,-0.69,52.5,-0.3622,253801.34,50.0,-0.345,228617.58,55.0,-0.3795,271491.89,58.75,-0.4054,246089.19,-0.69,238164.16,Cooperator
11,2025-05-29,META,bear,-1.01,52.5,-0.5302,234270.17,35.0,-0.3535,259144.31,55.0,-0.5555,242435.91,40.0,-0.404,264149.62,-1.01,235758.7,Cooperator
12,2025-05-23,META,bear,0.49,50.43,0.2471,231907.59,50.0,0.245,255576.33,70.0,0.343,280735.95,37.33,0.1829,231780.13,0.49,236913.92,Defector
13,2025-05-20,META,bear,0.17,62.45,0.1062,252120.79,50.0,0.085,221429.57,55.0,0.0935,268111.77,64.0,0.1088,258337.87,0.17,237316.67,Defector
14,2025-05-15,META,bear,-1.59,52.5,-0.8348,266196.04,50.0,-0.795,248835.7,55.0,-0.8745,264863.79,60.0,-0.954,220104.47,-1.59,233543.34,Cooperator
15,2025-05-12,META,bear,1.35,52.5,0.7088,263106.47,50.0,0.675,240225.12,70.0,0.945,304427.39,40.0,0.54,192241.02,1.35,236696.17,Defector
16,2025-05-07,META,sideways,1.09,52.5,0.5722,275781.79,50.0,0.545,242769.12,40.0,0.436,261883.01,58.75,0.6404,219566.07,1.09,239276.16,Signal Follower
17,2025-05-02,META,sideways,2.32,52.5,1.218,307728.97,50.0,1.16,260279.68,40.0,0.928,234980.61,40.0,0.928,197010.75,2.32,244827.37,Signal Follower
18,2025-04-29,META,bull,1.55,52.5,0.8138,309440.21,90.0,1.395,297579.04,15.0,0.2325,203920.12,40.0,0.62,189060.62,1.55,248622.19,Cooperator
