Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,QQQ,sideways,0.4,5.0,0.02,213152.22,11.0,0.044,255263.97,10.0,0.04,248245.34,15.0,0.06,283338.46,0.4,1004000.0,Tit-for-Tat
2,2025-07-09,QQQ,sideways,0.32,31.59,0.1011,251049.14,10.5,0.0336,238170.46,10.5,0.0336,231621.83,15.0,0.048,279158.57,0.32,1007212.8,Signal Follower
3,2025-07-03,QQQ,sideways,0.55,7.71,0.0424,228955.83,16.32,0.0898,225046.92,75.48,0.4152,271236.49,26.62,0.1464,274760.76,0.55,1012752.47,Defector
4,2025-06-30,QQQ,sideways,0.07,7.71,0.0054,197088.27,28.62,0.02,211418.43,76.56,0.0536,303702.28,57.34,0.0401,287791.02,0.07,1013461.4,Defector
5,2025-06-25,QQQ,sideways,-0.17,10.17,-0.0173,230035.73,36.04,-0.0613,223325.86,69.39,-0.118,277416.61,64.25,-0.1092,269221.8,-0.17,1011738.51,Signal Follower
6,2025-06-03,QQQ,sideways,0.71,7.71,0.0548,205278.48,36.55,0.2595,227314.6,66.59,0.4728,318625.15,15.0,0.1065,248781.77,0.71,1018921.86,Defector
7,2025-05-29,QQQ,sideways,-1.22,5.0,-0.061,235915.38,26.22,-0.3199,242607.39,75.12,-0.9165,279877.92,51.11,-0.6236,241599.31,-1.22,1006491.01,Signal Follower
8,2025-05-23,QQQ,sideways,0.6,7.71,0.0463,211321.19,33.62,0.2017,242677.64,71.28,0.4277,322485.67,15.0,0.09,223515.5,0.6,1012529.96,Defector
9,2025-05-20,QQQ,sideways,0.15,5.0,0.0075,180700.84,27.42,0.0411,227602.1,75.61,0.1134,359814.33,54.39,0.0816,231882.73,0.15,1014048.75,Defector
10,2025-05-15,QQQ,sideways,0.53,7.71,0.0409,151177.54,34.5,0.1829,214342.44,70.53,0.3738,389727.57,63.49,0.3365,244752.45,0.53,1019423.21,Defector
11,2025-05-12,QQQ,sideways,0.17,5.0,0.0085,124024.16,39.68,0.0675,204601.28,67.38,0.1146,413789.1,64.98,0.1105,257585.47,0.17,1021156.23,Defector
12,2025-05-07,QQQ,sideways,0.25,10.17,0.0254,102012.79,35.05,0.0876,189861.41,66.72,0.1668,439521.24,62.14,0.1554,268604.56,0.25,1023709.12,Defector
13,2025-05-02,QQQ,sideways,0.47,7.71,0.0363,83051.82,35.44,0.1666,175923.54,67.11,0.3154,463696.22,61.55,0.2893,277328.42,0.47,1028520.55,Defector
14,2025-04-29,QQQ,sideways,1.14,5.0,0.057,66794.7,38.3,0.4366,164132.93,67.55,0.7701,485039.48,61.9,0.7056,284032.89,1.14,1040245.69,Defector
15,2025-04-24,QQQ,bull,2.38,5.0,0.119,53492.15,37.81,0.8998,152085.06,67.47,1.6057,504579.79,62.29,1.4826,289843.01,2.38,1065003.53,Defector
16,2025-04-07,QQQ,bull,3.68,35.27,1.2979,44832.74,38.19,1.4055,130377.79,67.48,2.4834,529305.72,62.97,2.3173,295483.75,3.68,1104195.66,Defector
17,2025-04-02,QQQ,bull,2.15,7.71,0.1659,40530.34,41.67,0.8959,137401.27,10.0,0.215,483850.0,62.23,1.338,338218.39,2.15,1127935.87,Tit-for-Tat
18,2025-03-28,QQQ,bull,-2.27,35.27,-0.8006,45767.72,25.4,-0.5767,164474.76,66.4,-1.5072,442820.89,50.31,-1.1421,346936.63,-2.27,1102331.73,Signal Follower
19,2025-03-25,QQQ,bull,0.42,5.0,0.021,37576.65,42.31,0.1777,161335.28,66.5,0.2793,480280.47,29.19,0.1226,320807.6,0.42,1106961.52,Defector
20,2025-03-20,QQQ,bull,0.5,14.0,0.07,30949.62,27.27,0.1364,141875.96,72.25,0.3613,513037.64,51.05,0.2553,314136.79,0.5,1112496.33,Defector
21,2025-03-17,QQQ,bull,0.66,7.71,0.0509,24680.77,35.04,0.2312,128148.8,69.61,0.4594,532088.33,60.8,0.4013,315082.1,0.66,1119838.8,Defector
22,2025-03-12,QQQ,bull,-0.47,7.71,-0.0363,30501.02,35.23,-0.1656,142753.0,67.74,-0.3184,516114.05,64.15,-0.3015,310631.93,-0.47,1114575.56,Signal Follower
23,2025-03-07,QQQ,bull,0.95,7.71,0.0733,25882.27,35.58,0.338,137450.38,67.15,0.6379,563790.51,15.0,0.1425,272876.84,0.95,1125164.03,Defector
24,2025-03-04,QQQ,bull,0.28,7.71,0.0216,21033.02,23.97,0.0671,119704.68,75.29,0.2108,594686.4,51.51,0.1442,264575.9,0.28,1128314.49,Defector
