Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,GS,sideways,1.21,52.5,0.6352,272126.11,15.0,0.1815,208908.65,50.0,0.605,267911.61,40.0,0.484,251053.62,1.21,253025.0,Signal Follower
2,2025-07-09,GS,sideways,-1.1,52.5,-0.5775,243239.4,15.0,-0.165,244800.74,40.0,-0.44,264295.14,40.0,-0.44,247664.71,-1.1,250241.73,Cooperator
3,2025-07-03,GS,sideways,1.09,52.5,0.5722,256475.71,15.0,0.1635,217489.84,70.0,0.763,299148.9,21.25,0.2316,226885.55,1.09,252969.36,Defector
4,2025-06-30,GS,sideways,-0.91,52.5,-0.4778,245702.76,50.0,-0.455,216325.85,40.0,-0.364,341405.32,58.75,-0.5346,196566.06,-0.91,250667.34,Cooperator
5,2025-06-25,GS,sideways,0.79,55.03,0.4347,261854.1,50.0,0.395,212383.65,55.0,0.4345,363704.39,40.58,0.3206,162057.87,0.79,252647.61,Defector
6,2025-06-20,GS,sideways,0.31,52.55,0.1629,250729.46,50.0,0.155,188449.04,55.0,0.1705,372782.41,59.92,0.1857,188039.09,0.31,253430.82,Defector
7,2025-06-16,GS,sideways,1.43,52.5,0.7508,238040.09,50.0,0.715,166168.86,55.0,0.7865,379123.3,60.0,0.858,216667.76,1.43,257054.88,Defector
8,2025-06-11,GS,bull,1.13,66.49,0.7514,259127.93,70.0,0.791,185997.64,40.0,0.452,324693.49,63.5,0.7175,230180.93,1.13,259959.6,Signal Follower
9,2025-06-06,GS,bull,0.16,52.5,0.084,267001.43,70.0,0.112,218517.17,40.0,0.064,301056.88,40.0,0.064,213424.52,0.16,260375.53,Signal Follower
10,2025-06-03,GS,bull,0.64,52.55,0.3363,258640.65,70.0,0.448,253306.28,55.0,0.352,299681.98,44.67,0.2859,188371.09,0.64,262041.94,Defector
11,2025-05-29,GS,sideways,-0.6,50.43,-0.3026,287643.17,70.0,-0.42,213989.72,55.0,-0.33,314573.77,60.42,-0.3625,183793.35,-0.6,260469.69,Tit-for-Tat
12,2025-05-23,GS,bull,2.31,50.43,1.1649,262885.25,50.0,1.155,192473.18,55.0,1.2705,336032.67,56.98,1.3162,208608.9,2.31,266486.54,Defector
13,2025-05-20,GS,bull,-0.2,52.5,-0.105,259419.08,80.0,-0.16,163540.97,25.0,-0.05,377683.23,58.75,-0.1175,199356.73,-0.2,265953.56,Defector
14,2025-05-15,GS,bull,1.01,52.5,0.5302,236270.26,70.0,0.707,190822.08,55.0,0.5555,357796.34,64.0,0.6464,215111.32,1.01,268639.69,Defector
15,2025-05-12,GS,bull,-0.83,50.43,-0.4186,241416.31,70.0,-0.581,163029.86,40.0,-0.332,397510.65,62.25,-0.5167,198043.19,-0.83,266409.98,Signal Follower
16,2025-05-07,GS,bull,0.31,52.55,0.1629,247578.11,50.0,0.155,156613.55,55.0,0.1705,432430.69,44.67,0.1385,163377.64,0.31,267235.86,Defector
17,2025-05-02,GS,bull,0.8,52.55,0.4204,234987.73,50.0,0.4,137749.22,55.0,0.44,439349.71,59.92,0.4793,187913.34,0.8,269373.74,Defector
18,2025-04-29,GS,bull,0.94,52.55,0.494,221718.39,50.0,0.47,121347.08,55.0,0.517,440961.61,60.93,0.5728,215972.92,0.94,271905.86,Defector
19,2025-04-24,GS,bull,3.47,50.43,1.7499,200386.18,70.0,2.429,142579.34,55.0,1.9085,426465.19,62.25,2.1601,230569.29,3.47,281340.99,Defector
