Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,QQQ,sideways,0.4,52.5,0.21,272126.11,15.0,0.06,208908.65,50.0,0.2,267911.61,40.0,0.16,251053.62,0.4,251000.0,Signal Follower
2,2025-07-09,QQQ,sideways,0.32,50.08,0.1602,283753.23,15.0,0.048,171658.98,55.0,0.176,287672.83,47.0,0.1504,256914.96,0.32,251803.2,Defector
3,2025-07-03,QQQ,sideways,0.55,52.55,0.289,289759.08,15.0,0.0825,139842.47,55.0,0.3025,297637.39,59.92,0.3295,272761.07,0.55,253188.12,Defector
4,2025-06-30,QQQ,sideways,0.07,52.55,0.0368,271009.95,50.0,0.035,122115.53,55.0,0.0385,296121.25,60.93,0.0427,310753.27,0.07,253365.35,Tit-for-Tat
5,2025-06-25,QQQ,sideways,-0.17,50.43,-0.0857,301885.44,50.0,-0.085,137753.97,55.0,-0.0935,285250.96,57.37,-0.0975,275109.63,-0.17,252934.63,Cooperator
6,2025-06-03,QQQ,sideways,0.71,52.55,0.3731,317951.41,50.0,0.355,138370.1,55.0,0.3905,313788.56,41.17,0.2923,229889.93,0.71,254730.46,Signal Follower
7,2025-05-29,QQQ,sideways,-1.22,52.5,-0.6405,304187.28,50.0,-0.61,138529.8,55.0,-0.671,286258.55,40.0,-0.488,271024.37,-1.22,251622.75,Cooperator
8,2025-05-23,QQQ,sideways,0.6,52.55,0.3153,299688.82,50.0,0.3,133124.82,70.0,0.42,329480.78,41.17,0.247,237705.59,0.6,253132.49,Defector
9,2025-05-20,QQQ,sideways,0.15,52.5,0.0788,281595.89,50.0,0.075,114922.23,55.0,0.0825,334748.66,58.75,0.0881,268733.22,0.15,253512.19,Defector
10,2025-05-15,QQQ,sideways,0.53,52.55,0.2785,262603.67,50.0,0.265,100060.39,55.0,0.2915,332068.16,60.93,0.3229,305267.79,0.53,254855.8,Defector
11,2025-05-12,QQQ,sideways,0.17,52.5,0.0893,242690.23,50.0,0.085,86638.07,55.0,0.0935,326250.53,61.25,0.1041,344421.17,0.17,255289.06,Tit-for-Tat
12,2025-05-07,QQQ,sideways,0.25,50.43,0.1261,213762.18,50.0,0.125,75182.61,55.0,0.1375,332646.42,57.6,0.144,378408.79,0.25,255927.28,Tit-for-Tat
13,2025-05-02,QQQ,sideways,0.47,52.55,0.247,198425.92,50.0,0.235,60950.82,55.0,0.2585,346342.97,55.02,0.2586,394280.29,0.47,257130.14,Tit-for-Tat
14,2025-04-29,QQQ,sideways,1.14,52.5,0.5985,189640.15,50.0,0.57,50000.42,55.0,0.627,377896.5,52.76,0.6015,382462.93,1.14,260061.42,Tit-for-Tat
15,2025-04-24,QQQ,bull,2.38,52.5,1.2495,197519.16,70.0,1.666,60660.28,40.0,0.952,347264.7,51.49,1.2254,394555.85,2.38,266250.88,Tit-for-Tat
16,2025-04-07,QQQ,bull,3.68,66.49,2.4469,216883.61,80.0,2.944,70123.91,15.0,0.552,304567.71,51.84,1.9077,408424.76,3.68,276048.92,Tit-for-Tat
17,2025-04-02,QQQ,bull,2.15,52.55,1.1298,224835.24,90.0,1.935,82944.26,15.0,0.3225,271098.67,51.12,1.0991,421121.82,2.15,281983.97,Tit-for-Tat
18,2025-03-28,QQQ,bull,-2.27,66.49,-1.5094,210121.52,90.0,-2.043,70550.72,15.0,-0.3405,303225.37,51.51,-1.1693,416102.39,-2.27,275582.93,Defector
19,2025-03-25,QQQ,bull,0.42,52.5,0.2205,185322.04,60.0,0.252,66517.61,85.0,0.357,347403.82,62.5,0.2625,400756.54,0.42,276740.38,Tit-for-Tat
20,2025-03-20,QQQ,bull,0.5,52.77,0.2638,168787.68,50.0,0.25,55243.15,55.0,0.275,338873.81,58.98,0.2949,437095.36,0.5,278124.08,Tit-for-Tat
21,2025-03-17,QQQ,bull,0.66,52.55,0.3468,153583.46,50.0,0.33,44618.25,55.0,0.363,341632.91,56.11,0.3703,460165.39,0.66,279959.7,Tit-for-Tat
22,2025-03-12,QQQ,bull,-0.47,52.55,-0.247,158775.55,70.0,-0.329,35448.79,55.0,-0.2585,341704.34,54.4,-0.2557,464071.33,-0.47,278643.89,Cooperator
23,2025-03-07,QQQ,bull,0.95,52.55,0.4992,173019.01,50.0,0.475,36840.97,55.0,0.5225,388912.68,41.17,0.3911,401227.33,0.95,281291.01,Tit-for-Tat
24,2025-03-04,QQQ,bull,0.28,52.55,0.1471,185127.39,50.0,0.14,37460.89,55.0,0.154,435988.3,42.04,0.1177,341423.42,0.28,282078.62,Defector
25,2025-02-27,QQQ,sideways,-3.45,52.55,-1.813,203614.17,50.0,-1.725,43937.16,55.0,-1.8975,448944.34,59.92,-2.0671,303504.33,-3.45,272346.91,Cooperator
26,2025-02-24,QQQ,sideways,-1.52,52.5,-0.798,214171.33,25.0,-0.38,51509.41,90.0,-1.368,398455.67,40.0,-0.608,335863.59,-1.52,268207.24,Cooperator
27,2025-02-19,QQQ,bear,0.18,52.5,0.0945,217228.7,20.0,0.036,44087.78,70.0,0.126,438120.0,28.0,0.0504,300563.52,0.18,268690.01,Defector
28,2025-02-13,QQQ,sideways,1.12,52.5,0.588,215168.01,20.0,0.224,34848.84,55.0,0.616,440706.59,58.75,0.658,309276.55,1.12,271699.34,Defector
29,2025-02-10,QQQ,sideways,0.39,50.08,0.1953,217884.27,50.0,0.195,35253.51,40.0,0.156,386668.39,61.4,0.2395,360193.83,0.39,272758.96,Tit-for-Tat
30,2025-02-05,QQQ,sideways,0.96,52.55,0.5045,206919.0,70.0,0.672,43025.06,55.0,0.528,381907.51,57.22,0.5493,368148.43,0.96,275377.45,Defector
31,2025-01-31,QQQ,sideways,-0.88,52.55,-0.4624,220052.5,70.0,-0.616,34921.48,55.0,-0.484,392646.52,59.92,-0.5273,352379.5,-0.88,272954.13,Cooperator
32,2025-01-28,QQQ,sideways,1.28,52.55,0.6726,233343.53,50.0,0.64,35316.82,55.0,0.704,434873.15,41.17,0.5269,296466.51,1.28,276447.94,Defector
33,2025-01-23,QQQ,sideways,0.68,64.78,0.4405,260736.58,50.0,0.34,34248.47,40.0,0.272,378273.35,63.25,0.4301,326741.6,0.68,278327.79,Tit-for-Tat
34,2025-01-17,QQQ,sideways,-0.21,52.5,-0.1102,285069.6,50.0,-0.105,40675.33,55.0,-0.1155,377892.96,57.44,-0.1206,296362.11,-0.21,277743.3,Cooperator
35,2025-01-14,QQQ,sideways,-0.72,52.5,-0.378,279788.11,70.0,-0.504,33482.27,55.0,-0.396,362345.21,40.0,-0.288,324384.41,-0.72,275743.55,Cooperator
36,2025-01-08,QQQ,sideways,0.04,50.43,0.0202,287207.51,50.0,0.02,34079.11,55.0,0.022,405519.65,41.33,0.0165,273193.73,0.04,275853.85,Defector
37,2025-01-03,QQQ,bull,1.02,50.43,0.5144,256799.79,50.0,0.51,30132.2,55.0,0.561,405552.0,60.42,0.6163,307516.01,1.02,278667.55,Defector
38,2024-12-24,QQQ,bull,0.98,52.5,0.5145,267128.23,50.0,0.49,30276.67,40.0,0.392,350029.36,60.0,0.588,352565.74,0.98,281398.5,Tit-for-Tat
39,2024-12-19,QQQ,sideways,-1.35,52.55,-0.7094,277099.22,70.0,-0.945,23995.42,55.0,-0.7425,351065.82,56.17,-0.7582,347839.54,-1.35,277599.62,Cooperator
40,2024-12-11,QQQ,sideways,0.94,50.08,0.4707,266314.67,50.0,0.47,23044.35,70.0,0.658,403847.76,41.75,0.3924,306793.22,0.94,280209.05,Defector
41,2024-12-06,QQQ,bull,0.77,52.5,0.4042,243592.97,50.0,0.385,19365.26,55.0,0.4235,399411.3,58.75,0.4524,337630.47,0.77,282366.66,Defector
42,2024-12-03,QQQ,sideways,0.57,46.89,0.2673,208867.43,50.0,0.285,17625.79,55.0,0.3135,397432.5,62.0,0.3534,376074.28,0.57,283976.15,Defector
43,2024-11-22,QQQ,sideways,0.27,52.5,0.1418,194095.24,70.0,0.189,21129.21,55.0,0.1485,384624.7,61.25,0.1654,400150.85,0.27,284742.89,Tit-for-Tat
44,2024-11-19,QQQ,bull,1.21,50.43,0.6102,180053.68,70.0,0.847,25532.95,55.0,0.6655,382021.56,57.6,0.697,412391.81,1.21,288188.28,Tit-for-Tat
45,2024-11-11,QQQ,bull,-0.3,52.55,-0.1577,174686.43,70.0,-0.21,20785.61,40.0,-0.12,413529.33,55.02,-0.1651,390998.63,-0.3,287323.71,Cooperator
46,2024-11-06,QQQ,bull,1.0,52.55,0.5255,186502.25,50.0,0.5,21164.46,55.0,0.55,461129.19,41.17,0.4117,331204.1,1.0,290196.95,Defector
47,2024-11-01,QQQ,bull,0.4,52.55,0.2102,175024.22,70.0,0.28,25632.52,55.0,0.22,450400.59,59.92,0.2397,348942.66,0.4,291357.74,Defector
48,2024-10-29,QQQ,bull,0.9,52.55,0.473,158663.97,50.0,0.45,21694.77,55.0,0.495,434323.19,60.93,0.5484,385318.06,0.9,293979.96,Defector
49,2024-10-24,QQQ,bull,0.04,52.55,0.021,146416.11,70.0,0.028,25790.32,55.0,0.022,417013.7,61.95,0.0248,410779.87,0.04,294097.55,Defector
50,2024-10-16,QQQ,bull,-0.05,50.43,-0.0252,167275.27,50.0,-0.025,29685.65,55.0,-0.0275,438322.54,63.17,-0.0316,364716.54,-0.05,293950.5,Cooperator
51,2024-10-03,QQQ,bull,0.39,52.5,0.2047,177742.92,50.0,0.195,30230.42,55.0,0.2145,485136.86,40.0,0.156,306889.79,0.39,295096.91,Defector
52,2024-09-30,QQQ,bull,0.47,52.5,0.2468,161684.56,50.0,0.235,25264.44,55.0,0.2585,477170.42,58.75,0.2761,335880.57,0.47,296483.86,Defector
53,2024-09-20,QQQ,bull,-0.01,52.5,-0.0053,178444.18,50.0,-0.005,29677.53,55.0,-0.0055,492743.75,60.0,-0.006,299134.54,-0.01,296454.21,Cooperator
54,2024-09-17,QQQ,sideways,-0.59,52.5,-0.3098,170276.04,50.0,-0.295,29634.63,55.0,-0.3245,448346.04,40.0,-0.236,351743.29,-0.59,294705.13,Cooperator
55,2024-09-12,QQQ,bull,0.98,52.5,0.5145,180333.78,50.0,0.49,30078.78,55.0,0.539,494591.67,40.0,0.392,294995.77,0.98,297593.25,Defector
56,2024-09-09,QQQ,sideways,0.31,52.55,0.1629,164671.43,50.0,0.155,25452.37,55.0,0.1705,483446.99,59.92,0.1857,326429.21,0.31,298515.78,Defector
57,2024-09-04,QQQ,sideways,0.42,50.43,0.2118,144772.91,50.0,0.21,22147.67,55.0,0.231,471401.03,61.33,0.2576,361678.39,0.42,299769.55,Defector
58,2024-08-29,QQQ,sideways,-0.55,52.55,-0.289,154955.22,70.0,-0.385,18204.1,55.0,-0.3025,488117.7,61.95,-0.3407,338722.98,-0.55,298120.82,Cooperator
59,2024-08-26,QQQ,sideways,-0.86,52.5,-0.4515,146620.24,50.0,-0.43,18025.1,55.0,-0.473,440406.13,40.0,-0.344,394948.53,-0.86,295556.98,Cooperator
60,2024-08-21,QQQ,sideways,0.3,50.43,0.1513,151362.19,50.0,0.15,18450.49,55.0,0.165,495678.03,41.33,0.124,334509.3,0.3,296443.65,Defector
61,2024-08-16,QQQ,sideways,0.51,52.55,0.268,137052.41,50.0,0.255,15481.18,55.0,0.2805,480429.69,59.92,0.3056,367036.72,0.51,297955.51,Defector
62,2024-08-13,QQQ,sideways,1.48,67.12,0.9933,153289.8,50.0,0.74,13324.52,55.0,0.814,449677.14,62.27,0.9215,383708.54,1.48,302365.25,Defector
63,2024-08-08,QQQ,bull,1.59,50.43,0.8018,153139.46,70.0,1.113,15702.43,40.0,0.636,406237.77,62.25,0.9898,424920.33,1.59,307172.86,Tit-for-Tat
64,2024-07-31,QQQ,bull,0.68,52.55,0.3573,156976.59,70.0,0.476,18766.63,40.0,0.272,366721.94,57.85,0.3934,457534.84,0.68,309261.64,Tit-for-Tat
65,2024-07-26,QQQ,bull,0.07,52.55,0.0368,151139.8,70.0,0.049,23047.23,55.0,0.0385,366743.8,55.22,0.0387,459069.17,0.07,309478.12,Tit-for-Tat
66,2024-07-23,QQQ,bull,-0.16,50.43,-0.0807,158362.22,70.0,-0.112,18380.13,55.0,-0.088,362830.07,53.93,-0.0863,460427.58,-0.16,308982.96,Cooperator
67,2024-07-18,QQQ,sideways,-1.24,50.43,-0.6253,150708.55,50.0,-0.62,17651.66,55.0,-0.682,311668.23,41.67,-0.5167,519971.56,-1.24,305151.57,Cooperator
68,2024-07-15,QQQ,sideways,-0.09,52.55,-0.0473,149795.07,50.0,-0.045,17966.42,70.0,-0.063,258825.96,40.93,-0.0368,573412.55,-0.09,304876.93,Cooperator
69,2024-07-10,QQQ,bull,0.65,52.55,0.3416,168055.32,50.0,0.325,19256.68,55.0,0.3575,302830.05,40.7,0.2646,509857.96,0.65,306858.63,Tit-for-Tat
70,2024-07-05,QQQ,bull,0.87,52.55,0.4572,185015.86,50.0,0.435,20176.85,55.0,0.4785,348849.91,41.69,0.3627,445957.39,0.87,309528.3,Tit-for-Tat
71,2024-07-01,QQQ,bull,0.39,52.55,0.2049,200028.02,50.0,0.195,20707.7,55.0,0.2145,395529.15,42.29,0.1649,383735.13,0.39,310735.46,Defector
72,2024-06-26,QQQ,bull,0.38,52.5,0.1995,188334.23,70.0,0.266,25147.2,55.0,0.209,387823.34,58.75,0.2232,398695.23,0.38,311916.26,Tit-for-Tat
73,2024-06-21,QQQ,sideways,-0.21,52.55,-0.1104,194747.76,70.0,-0.147,19921.51,55.0,-0.1155,387862.07,55.23,-0.116,397468.66,-0.21,311261.23,Cooperator
74,2024-06-17,QQQ,sideways,1.17,50.43,0.59,201788.34,50.0,0.585,20461.94,55.0,0.6435,439185.55,41.67,0.4875,338564.17,1.17,314902.99,Defector
