Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,AMZN,sideways,0.28,53.96,0.1511,271956.19,15.0,0.042,208064.47,50.0,0.14,265455.48,43.33,0.1213,254523.86,0.28,1002800.0,Signal Follower
2,2025-07-09,AMZN,sideways,0.66,52.5,0.3465,289493.68,15.0,0.099,172728.49,55.0,0.363,286720.5,40.0,0.264,251057.33,0.66,1009418.48,Defector
3,2025-07-03,AMZN,sideways,0.72,52.5,0.378,296256.75,15.0,0.108,140660.96,55.0,0.396,297414.04,58.75,0.423,265668.24,0.72,1016686.29,Defector
4,2025-06-30,AMZN,sideways,-1.85,52.5,-0.9712,318670.17,70.0,-1.295,115472.66,55.0,-1.0175,309092.28,60.0,-1.11,256764.89,-1.85,997877.6,Cooperator
5,2025-06-25,AMZN,sideways,-1.23,52.5,-0.6458,324372.55,50.0,-0.615,120242.31,70.0,-0.861,263969.82,40.0,-0.492,291415.31,-1.23,985603.7,Cooperator
6,2025-06-20,AMZN,bear,-2.32,50.43,-1.17,326018.13,35.0,-0.812,135104.65,70.0,-1.624,225620.76,41.33,-0.9589,313256.45,-2.32,962737.7,Cooperator
7,2025-06-16,AMZN,sideways,1.79,52.5,0.9398,328196.79,15.0,0.2685,117733.02,90.0,1.611,257646.35,35.75,0.6399,296423.84,1.79,979970.7,Defector
8,2025-06-11,AMZN,bear,-1.94,52.5,-1.0185,316024.01,35.0,-0.679,135656.73,40.0,-0.776,282933.3,58.75,-1.1398,265385.96,-1.94,960959.27,Cooperator
9,2025-06-06,AMZN,bear,0.55,67.14,0.3693,337425.25,35.0,0.1925,117832.99,70.0,0.385,307100.81,39.33,0.2163,237640.95,0.55,966244.55,Signal Follower
10,2025-06-03,AMZN,bear,-0.68,53.96,-0.367,317393.54,50.0,-0.34,121203.0,55.0,-0.374,281813.05,43.33,-0.2947,279590.41,-0.68,959674.08,Cooperator
11,2025-05-29,AMZN,bear,-1.12,53.96,-0.6044,295771.29,35.0,-0.392,140523.73,55.0,-0.616,259113.41,40.83,-0.4573,304591.57,-1.12,948925.73,Cooperator
12,2025-05-23,AMZN,bear,1.05,52.5,0.5513,297841.46,50.0,0.525,138589.01,70.0,0.735,298594.39,36.0,0.378,264975.14,1.05,958889.45,Defector
13,2025-05-20,AMZN,bear,-0.27,52.5,-0.1418,287193.05,50.0,-0.135,138746.87,40.0,-0.108,342996.34,58.75,-0.1586,231063.73,-0.27,956300.45,Cooperator
14,2025-05-15,AMZN,bear,-0.62,52.5,-0.3255,275041.13,50.0,-0.31,139048.91,55.0,-0.341,313223.46,40.0,-0.248,272686.49,-0.62,950371.39,Cooperator
15,2025-05-12,AMZN,bear,-0.98,52.5,-0.5145,260641.4,50.0,-0.49,137890.4,55.0,-0.539,283035.63,40.0,-0.392,318432.57,-0.98,941057.75,Cooperator
16,2025-05-07,AMZN,sideways,1.7,52.5,0.8925,278115.86,35.0,0.595,118681.79,55.0,0.935,310354.87,40.0,0.68,292847.47,1.7,957055.73,Defector
17,2025-05-02,AMZN,bear,-0.76,52.5,-0.399,268477.59,50.0,-0.38,118952.08,40.0,-0.304,356911.0,58.75,-0.4465,255659.34,-0.76,949782.11,Cooperator
18,2025-04-29,AMZN,sideways,1.85,52.5,0.9712,280628.91,50.0,0.925,119160.83,55.0,1.0175,388592.33,40.0,0.74,211617.93,1.85,967353.08,Defector
19,2025-04-24,AMZN,bull,3.11,67.82,2.1091,309753.74,70.0,2.177,133794.45,40.0,1.244,334707.86,61.4,1.9095,221743.95,3.11,997437.76,Signal Follower
20,2025-04-21,AMZN,sideways,-1.34,64.78,-0.868,291985.77,80.0,-1.072,118043.95,15.0,-0.201,381580.01,65.5,-0.8777,208390.27,-1.34,984072.09,Defector
21,2025-04-15,AMZN,sideways,-1.0,53.96,-0.5396,335993.77,70.0,-0.7,107203.06,70.0,-0.7,346536.58,63.33,-0.6333,210266.59,-1.0,974231.37,Cooperator
22,2025-04-10,AMZN,sideways,-2.28,67.12,-1.5303,292614.95,50.0,-1.14,114628.95,55.0,-1.254,350460.92,42.83,-0.9766,242295.19,-2.28,952018.89,Cooperator
23,2025-04-07,AMZN,bull,8.19,64.78,5.3054,294666.26,15.0,1.2285,95418.12,90.0,7.371,383921.0,43.6,3.5708,225994.62,8.19,1029989.24,Defector
24,2025-04-02,AMZN,bull,4.45,50.43,2.2441,303351.16,90.0,4.005,112933.5,15.0,0.6675,342270.33,60.42,2.6885,241445.01,4.45,1075823.76,Signal Follower
25,2025-03-28,AMZN,bull,-2.87,64.78,-1.8592,288202.61,90.0,-2.583,97145.3,15.0,-0.4305,385884.55,65.5,-1.8798,228767.54,-2.87,1044947.62,Defector
26,2025-03-25,AMZN,bull,1.04,52.5,0.546,248617.04,75.0,0.78,101446.98,85.0,0.884,434122.86,62.5,0.65,215813.12,1.04,1055815.08,Defector
27,2025-03-20,AMZN,bull,0.97,46.89,0.4549,242899.63,70.0,0.679,119754.39,40.0,0.388,397788.93,62.0,0.6014,239557.05,0.97,1066056.48,Defector
28,2025-03-17,AMZN,bull,-1.52,60.71,-0.9228,228728.79,50.0,-0.76,138062.76,55.0,-0.836,419383.12,63.2,-0.9606,213825.32,-1.52,1049852.42,Cooperator
29,2025-03-12,AMZN,bull,-0.91,64.78,-0.5895,219240.68,50.0,-0.455,152551.12,70.0,-0.637,380292.33,44.5,-0.405,247915.88,-0.91,1040298.77,Cooperator
30,2025-03-07,AMZN,bull,-0.12,46.89,-0.0563,230292.24,50.0,-0.06,150047.74,55.0,-0.066,333154.0,42.0,-0.0504,286506.03,-0.12,1039050.41,Cooperator
31,2025-03-04,AMZN,bull,1.84,46.89,0.8628,232223.52,35.0,0.644,127515.73,55.0,1.012,371951.75,41.5,0.7636,268309.0,1.84,1058168.94,Defector
32,2025-02-27,AMZN,bull,-4.4,64.78,-2.8503,206223.95,50.0,-2.2,131568.25,40.0,-1.76,419948.72,63.25,-2.783,242259.08,-4.4,1011609.5,Cooperator
33,2025-02-24,AMZN,bear,-2.18,64.78,-1.4122,204641.52,25.0,-0.545,154830.83,85.0,-1.853,377343.57,44.5,-0.9701,263184.08,-2.18,989556.42,Cooperator
34,2025-02-19,AMZN,bear,0.49,62.45,0.306,208054.16,15.0,0.0735,132483.16,90.0,0.441,418905.9,32.2,0.1578,240556.78,0.49,994405.24,Defector
35,2025-02-13,AMZN,bear,0.66,50.43,0.3328,207684.54,20.0,0.132,107218.8,55.0,0.363,430050.27,60.42,0.3988,255046.39,0.66,1000968.32,Defector
36,2025-02-10,AMZN,bear,1.12,52.5,0.588,192748.52,50.0,0.56,92420.59,55.0,0.616,427549.52,60.0,0.672,287281.36,1.12,1012179.16,Defector
37,2025-02-05,AMZN,bear,-0.36,52.5,-0.189,190724.33,70.0,-0.252,77450.93,40.0,-0.144,469317.79,61.25,-0.2205,262506.95,-0.36,1008535.32,Cooperator
38,2025-01-31,AMZN,bear,0.5,52.5,0.2625,198324.01,50.0,0.25,77185.01,55.0,0.275,508330.44,40.0,0.2,216160.54,0.5,1013577.99,Defector
39,2025-01-28,AMZN,sideways,1.65,52.5,0.8662,183811.23,50.0,0.825,65723.24,55.0,0.9075,509419.85,58.75,0.9694,241045.68,1.65,1030302.03,Defector
40,2025-01-23,AMZN,sideways,0.56,52.5,0.294,189897.72,70.0,0.392,79068.89,40.0,0.224,464449.76,60.0,0.336,266583.64,0.56,1036071.72,Defector
41,2025-01-17,AMZN,sideways,0.04,62.45,0.025,198663.4,70.0,0.028,94459.98,55.0,0.022,417775.76,64.4,0.0258,289100.86,0.04,1036486.15,Defector
42,2025-01-14,AMZN,sideways,-1.22,64.78,-0.7903,185546.41,70.0,-0.854,79494.58,55.0,-0.671,462496.1,64.3,-0.7845,272462.92,-1.22,1023841.02,Cooperator
