Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,KO,sideways,-0.47,7.71,-0.0363,277821.3,10.0,-0.047,256367.88,10.0,-0.047,256367.88,15.0,-0.0705,209442.94,-0.47,995300.0,Signal Follower
2,2025-07-09,KO,sideways,-0.97,5.0,-0.0485,315795.01,11.0,-0.1067,248627.84,10.0,-0.097,255758.08,15.0,-0.1455,179819.08,-0.97,985645.59,Signal Follower
3,2025-07-03,KO,sideways,0.44,7.71,0.0339,294367.92,10.0,0.044,233655.58,79.83,0.3513,299984.38,15.0,0.066,171992.12,0.44,989982.43,Defector
4,2025-06-30,KO,sideways,0.88,7.71,0.0679,257381.65,26.93,0.237,220369.45,79.55,0.7,339437.08,60.38,0.5314,182811.82,0.88,998694.28,Defector
5,2025-06-20,KO,sideways,-0.36,5.0,-0.018,298367.66,41.2,-0.1483,224499.48,69.16,-0.249,308949.5,66.64,-0.2399,168183.36,-0.36,995098.98,Signal Follower
6,2025-06-16,KO,sideways,-0.96,10.17,-0.0976,330983.05,35.85,-0.3442,222654.2,66.19,-0.6355,263511.18,15.0,-0.144,182851.57,-0.96,985546.03,Tit-for-Tat
7,2025-06-11,KO,sideways,-0.28,7.71,-0.0216,359586.44,24.32,-0.0681,227830.17,74.83,-0.2095,218998.43,15.0,-0.042,193584.96,-0.28,982786.5,Signal Follower
8,2025-06-06,KO,sideways,0.38,10.17,0.0387,333488.38,25.76,0.0979,224750.1,77.16,0.2932,258685.31,15.0,0.057,183076.21,0.38,986521.09,Defector
9,2025-06-03,KO,sideways,-0.77,10.17,-0.0783,371239.18,26.88,-0.207,235912.69,76.51,-0.5891,222704.75,58.51,-0.4505,170143.38,-0.77,978924.87,Signal Follower
10,2025-05-29,KO,sideways,0.69,7.71,0.0532,336958.39,36.88,0.2545,243292.54,69.07,0.4766,260062.38,15.0,0.1035,159686.69,0.69,985679.46,Defector
11,2025-05-23,KO,sideways,0.32,7.71,0.0247,298968.63,24.42,0.0781,231777.91,75.07,0.2402,299342.0,52.85,0.1691,169911.47,0.32,988833.63,Defector
12,2025-05-20,KO,sideways,-0.15,7.71,-0.0116,340081.55,34.65,-0.052,238797.48,70.84,-0.1063,265279.6,63.05,-0.0946,155841.37,-0.15,987350.38,Signal Follower
13,2025-05-12,KO,sideways,-0.88,7.71,-0.0679,374896.58,36.04,-0.3172,234075.8,67.43,-0.5934,224128.4,15.0,-0.132,166899.22,-0.88,978661.7,Tit-for-Tat
14,2025-05-07,KO,sideways,0.95,7.71,0.0733,346041.01,24.03,0.2283,230641.43,75.21,0.7145,264622.56,15.0,0.1425,158695.0,0.95,987958.98,Defector
15,2025-04-29,KO,sideways,1.63,10.17,0.1658,307428.06,25.85,0.4213,218909.6,77.21,1.2585,303802.84,57.15,0.9315,169859.49,1.63,1004062.71,Defector
16,2025-04-24,KO,sideways,-0.68,10.17,-0.0692,349780.64,36.72,-0.2497,224877.62,69.47,-0.4724,270676.86,64.77,-0.4404,154664.87,-0.68,997235.09,Signal Follower
17,2025-04-21,KO,sideways,-0.83,10.17,-0.0844,384346.88,36.7,-0.3046,220220.07,66.39,-0.551,228849.25,15.0,-0.1245,166583.8,-0.83,988958.04,Tit-for-Tat
18,2025-04-15,KO,sideways,-1.05,10.17,-0.1068,412065.57,24.36,-0.2558,224044.6,74.69,-0.7842,188395.12,15.0,-0.1575,175494.71,-1.05,978573.98,Tit-for-Tat
