Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,WMT,sideways,1.34,5.79,0.0776,214460.49,11.0,0.1474,254212.35,10.0,0.134,246578.19,15.0,0.201,284748.97,1.34,1013400.0,Tit-for-Tat
2,2025-07-09,WMT,sideways,-0.35,5.79,-0.0203,247421.99,11.0,-0.0385,252453.56,10.0,-0.035,252477.94,15.0,-0.0525,247646.5,-0.35,1009853.1,Signal Follower
3,2025-07-03,WMT,sideways,0.68,5.0,0.034,228681.07,11.2,0.0762,238510.93,79.7,0.542,295729.25,15.0,0.102,237078.75,0.68,1016720.1,Defector
4,2025-06-30,WMT,sideways,0.57,5.0,0.0285,196347.28,28.89,0.1647,224472.65,79.8,0.4549,330336.3,60.29,0.3437,248843.77,0.57,1022515.41,Defector
5,2025-06-25,WMT,sideways,-1.07,10.17,-0.1088,229023.89,36.85,-0.3943,236673.76,69.3,-0.7415,303271.63,66.84,-0.7152,231030.72,-1.07,1011574.49,Signal Follower
6,2025-06-20,WMT,sideways,0.92,39.41,0.3626,227359.85,34.78,0.3199,228992.13,66.02,0.6074,344962.65,15.0,0.138,198685.37,0.92,1020880.98,Defector
7,2025-06-16,WMT,sideways,-0.49,47.86,-0.2345,237926.37,33.8,-0.1656,264523.43,70.14,-0.3437,301614.63,55.67,-0.2728,195935.56,-0.49,1015878.66,Cooperator
8,2025-06-11,WMT,sideways,-1.53,36.17,-0.5534,227213.8,45.62,-0.698,228833.24,17.0,-0.2601,343025.55,28.76,-0.44,200927.41,-1.53,1000335.72,Defector
9,2025-06-06,WMT,sideways,-0.91,10.17,-0.0926,251602.95,22.12,-0.2013,240821.91,66.58,-0.6058,290837.4,16.4,-0.1492,216737.74,-0.91,991232.66,Signal Follower
10,2025-06-03,WMT,sideways,0.41,5.0,0.0205,225936.26,27.21,0.1116,235450.23,76.89,0.3152,336206.7,15.0,0.0615,202406.81,0.41,995296.71,Defector
11,2025-05-29,WMT,sideways,-0.54,10.17,-0.0549,257082.78,25.61,-0.1383,253950.12,77.13,-0.4165,296088.13,58.32,-0.3149,192878.97,-0.54,989922.11,Signal Follower
12,2025-05-23,WMT,sideways,1.05,10.17,0.1068,229575.59,36.98,0.3883,255624.43,69.32,0.7278,338612.34,15.0,0.1575,176187.63,1.05,1000316.29,Defector
13,2025-05-20,WMT,sideways,-0.77,5.79,-0.0446,262828.3,27.55,-0.2122,270990.81,74.64,-0.5747,296876.48,53.02,-0.4083,169304.41,-0.77,992613.86,Signal Follower
14,2025-05-15,WMT,sideways,2.17,10.17,0.2207,235243.24,34.14,0.7408,269542.69,70.61,1.5321,340281.56,15.0,0.3255,154932.51,2.17,1014153.58,Defector
15,2025-05-12,WMT,sideways,-0.94,5.0,-0.047,268964.67,27.88,-0.2621,284670.35,75.11,-0.7061,298116.1,53.92,-0.5069,148248.89,-0.94,1004620.54,Signal Follower
16,2025-05-07,WMT,sideways,0.28,5.0,0.014,236978.65,37.7,0.1056,287321.31,70.53,0.1975,339268.22,15.0,0.042,136431.82,0.28,1007433.47,Defector
17,2025-05-02,WMT,sideways,0.82,5.0,0.041,204555.22,26.54,0.2176,271057.43,75.38,0.6181,381787.48,53.87,0.4418,142599.88,0.82,1015694.43,Defector
18,2025-04-29,WMT,sideways,1.27,36.17,0.4594,182323.33,36.43,0.4626,242037.74,70.77,0.8987,423731.53,63.71,0.8091,151907.41,1.27,1028593.75,Defector
19,2025-04-24,WMT,bull,1.19,5.0,0.0595,166472.27,47.1,0.5605,262291.4,10.0,0.119,395479.38,65.19,0.7757,175756.95,1.19,1040834.01,Cooperator
20,2025-04-21,WMT,bull,-0.66,5.0,-0.033,193409.15,23.88,-0.1576,281549.56,65.45,-0.432,347558.03,37.47,-0.2473,177483.26,-0.66,1033964.51,Signal Follower
21,2025-04-15,WMT,bull,-0.9,5.0,-0.045,218324.25,31.0,-0.279,289292.07,73.94,-0.6655,298953.45,15.0,-0.135,193430.22,-0.9,1024658.83,Signal Follower
22,2025-04-10,WMT,bull,2.12,10.17,0.2156,197927.18,24.92,0.5283,278190.01,76.5,1.6218,345037.8,15.0,0.318,178845.01,2.12,1046381.6,Defector
23,2025-04-07,WMT,bull,4.47,41.0,1.8328,182878.1,31.82,1.4225,242592.85,76.65,3.4263,388390.86,61.65,2.7558,186138.19,4.47,1093154.85,Defector
24,2025-04-02,WMT,bull,1.77,10.17,0.18,168175.77,44.84,0.7936,259789.25,10.0,0.177,356875.7,64.32,1.1385,215159.27,1.77,1112503.69,Tit-for-Tat
