Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,AAPL,sideways,-0.62,50.43,-0.3127,233277.58,15.0,-0.093,293091.36,50.0,-0.31,234001.74,46.67,-0.2893,239629.32,-0.62,248450.0,Cooperator
2,2025-07-09,AAPL,sideways,0.77,50.43,0.3883,255037.33,15.0,0.1155,259539.45,55.0,0.4235,262101.35,22.92,0.1765,223321.87,0.77,250363.07,Defector
3,2025-07-03,AAPL,sideways,0.66,50.43,0.3328,263326.59,15.0,0.099,216148.7,55.0,0.363,277372.89,60.42,0.3988,243151.82,0.66,252015.46,Defector
4,2025-06-30,AAPL,sideways,1.56,52.5,0.819,249287.84,50.0,0.78,190050.91,55.0,0.858,281287.69,60.0,0.936,279373.56,1.56,255946.9,Defector
5,2025-06-25,AAPL,sideways,0.05,52.5,0.0262,244164.99,70.0,0.035,216463.63,40.0,0.02,243455.11,61.25,0.0306,295916.27,0.05,256074.88,Tit-for-Tat
6,2025-06-20,AAPL,bull,1.39,52.5,0.7297,224704.17,70.0,0.973,254978.76,55.0,0.7645,233011.14,55.94,0.7775,287305.93,1.39,259634.32,Tit-for-Tat
7,2025-06-16,AAPL,bull,0.57,62.45,0.356,234638.03,70.0,0.399,283652.28,40.0,0.228,196000.38,56.95,0.3246,285709.31,0.57,261114.23,Cooperator
8,2025-06-11,AAPL,sideways,-2.32,62.45,-1.4489,243684.94,70.0,-1.624,256955.26,55.0,-1.276,229239.61,67.75,-1.5718,270120.19,-2.32,255056.38,Defector
9,2025-06-06,AAPL,sideways,0.45,50.43,0.2269,230682.82,40.0,0.18,227280.32,85.0,0.3825,264221.89,64.17,0.2888,277814.97,0.45,256204.14,Defector
10,2025-06-03,AAPL,bull,0.95,54.07,0.5136,223150.32,50.0,0.475,197186.75,55.0,0.5225,261651.82,61.29,0.5823,318011.1,0.95,258638.08,Tit-for-Tat
11,2025-05-29,AAPL,sideways,-1.78,64.78,-1.1531,195570.66,50.0,-0.89,225448.67,55.0,-0.979,275525.09,60.47,-1.0764,303455.58,-1.78,254034.32,Cooperator
12,2025-05-23,AAPL,sideways,0.83,62.45,0.5184,207468.0,50.0,0.415,210452.02,70.0,0.581,313550.67,45.25,0.3756,268529.31,0.83,256142.8,Defector
13,2025-05-20,AAPL,sideways,-0.39,53.96,-0.2105,213603.36,50.0,-0.195,241368.84,55.0,-0.2145,313213.43,59.58,-0.2324,231814.37,-0.39,255143.85,Cooperator
14,2025-05-15,AAPL,sideways,0.24,52.5,0.126,223727.46,50.0,0.12,242286.67,55.0,0.132,341713.0,40.0,0.096,192272.86,0.24,255756.19,Defector
15,2025-05-12,AAPL,sideways,-0.09,52.5,-0.0472,233730.26,50.0,-0.045,271792.6,55.0,-0.0495,330654.62,58.75,-0.0529,163822.52,-0.09,255526.01,Tit-for-Tat
16,2025-05-07,AAPL,bear,-1.47,50.43,-0.7413,254058.71,50.0,-0.735,299911.71,55.0,-0.8085,301327.7,55.73,-0.8192,144701.87,-1.47,251769.78,Tit-for-Tat
17,2025-05-02,AAPL,bear,-0.36,50.43,-0.1815,273701.79,50.0,-0.18,324685.48,70.0,-0.252,251942.99,53.92,-0.1941,149669.75,-0.36,250863.41,Tit-for-Tat
18,2025-04-29,AAPL,sideways,1.21,50.43,0.6102,286110.77,35.0,0.4235,274489.36,55.0,0.6655,278289.19,52.83,0.6392,161110.68,1.21,253898.85,Defector
19,2025-04-24,AAPL,sideways,1.7,50.43,0.8573,291795.66,50.0,0.85,278285.22,40.0,0.68,242945.47,60.42,1.0271,186973.64,1.7,258215.13,Signal Follower
20,2025-04-21,AAPL,sideways,-0.06,53.96,-0.0324,289480.76,70.0,-0.042,237508.9,40.0,-0.024,270340.12,43.33,-0.026,202670.21,-0.06,258060.21,Tit-for-Tat
21,2025-04-15,AAPL,sideways,0.14,53.96,0.0756,283606.73,70.0,0.098,272651.09,55.0,0.077,267791.81,43.33,0.0607,175950.37,0.14,258421.49,Cooperator
22,2025-04-10,AAPL,sideways,0.71,64.78,0.4599,287679.9,70.0,0.497,301984.62,55.0,0.3905,224880.18,67.0,0.4757,185455.3,0.71,260256.28,Cooperator
23,2025-04-07,AAPL,bull,2.4,62.45,1.4989,305976.06,50.0,1.2,266471.68,55.0,1.32,214794.93,68.2,1.6368,212757.34,2.4,266502.43,Signal Follower
24,2025-04-02,AAPL,bull,1.16,67.12,0.7786,317793.43,80.0,0.928,290683.56,15.0,0.174,177695.8,58.83,0.6825,213827.21,1.16,269593.86,Cooperator
25,2025-03-28,AAPL,bull,-1.7,62.17,-1.0569,320537.04,70.0,-1.19,276114.99,40.0,-0.68,208795.68,75.33,-1.2807,194552.29,-1.7,265010.77,Defector
26,2025-03-25,AAPL,bull,1.35,64.78,0.8745,276957.23,70.0,0.945,304704.55,70.0,0.945,230414.85,67.0,0.9045,187923.37,1.35,268588.41,Signal Follower
27,2025-03-20,AAPL,bull,0.05,64.78,0.0324,303191.17,50.0,0.025,291238.0,40.0,0.02,198573.2,65.5,0.0328,206997.63,0.05,268722.7,Signal Follower
28,2025-03-17,AAPL,bull,0.32,64.78,0.2073,330389.95,50.0,0.16,252938.42,55.0,0.176,187321.1,66.0,0.2112,229350.54,0.32,269582.62,Signal Follower
29,2025-03-12,AAPL,sideways,-1.44,64.78,-0.9328,329691.12,70.0,-1.008,228413.24,55.0,-0.792,220200.95,66.5,-0.9576,221694.68,-1.44,265700.63,Defector
30,2025-03-07,AAPL,bull,1.68,65.15,1.0945,339393.85,50.0,0.84,189647.12,70.0,1.176,240735.93,65.83,1.106,230223.1,1.68,270164.4,Signal Follower
