Round,Date,Ticker,Regime,Market_Return_Pct,Signal_Follower_Position,Signal_Follower_Return,Signal_Follower_Capital,Cooperator_Position,Cooperator_Return,Cooperator_Capital,Defector_Position,Defector_Return,Defector_Capital,Tit_for_Tat_Position,Tit_for_Tat_Return,Tit_for_Tat_Capital,Benchmark_Return,Benchmark_Capital,Winner
1,2025-07-14,MSFT,sideways,0.3,64.78,0.1943,277526.71,31.5,0.0945,210705.85,50.0,0.15,247852.1,58.0,0.174,263915.34,0.3,1003000.0,Signal Follower
2,2025-07-09,MSFT,sideways,0.64,52.5,0.336,295904.99,15.0,0.096,175206.42,55.0,0.352,268143.34,40.0,0.256,260745.25,0.64,1009419.2,Signal Follower
3,2025-07-03,MSFT,sideways,1.02,52.5,0.5355,312717.99,15.0,0.153,144403.1,55.0,0.561,287537.51,40.0,0.408,255341.41,1.02,1019715.28,Signal Follower
4,2025-06-30,MSFT,sideways,0.07,62.45,0.0437,321983.24,70.0,0.049,157733.32,40.0,0.028,242431.25,69.5,0.0486,277852.19,0.07,1020429.08,Signal Follower
5,2025-06-25,MSFT,sideways,0.05,52.5,0.0262,322311.7,70.0,0.035,184274.75,55.0,0.0275,248470.85,40.0,0.02,244942.69,0.05,1020939.29,Signal Follower
6,2025-06-20,MSFT,sideways,-1.0,52.5,-0.525,305824.07,50.0,-0.5,182970.93,55.0,-0.55,224808.18,40.0,-0.4,286396.82,-1.0,1010729.9,Cooperator
7,2025-06-16,MSFT,sideways,0.83,50.43,0.4186,315830.6,50.0,0.415,187311.99,55.0,0.4565,253712.46,41.67,0.3458,243144.95,0.83,1019118.96,Signal Follower
8,2025-06-11,MSFT,sideways,0.55,62.45,0.3435,328031.01,50.0,0.275,161820.99,55.0,0.3025,236983.0,68.5,0.3768,273165.0,0.55,1024724.11,Signal Follower
9,2025-06-06,MSFT,sideways,0.06,50.43,0.0303,328184.89,50.0,0.03,159548.37,55.0,0.033,273746.96,46.67,0.028,238519.78,0.06,1025338.95,Signal Follower
10,2025-06-03,MSFT,sideways,0.33,67.14,0.2216,366119.42,50.0,0.165,136194.81,55.0,0.1815,254593.39,60.83,0.2008,243092.38,0.33,1028722.56,Signal Follower
11,2025-05-29,MSFT,sideways,-0.62,62.45,-0.3872,357463.08,50.0,-0.31,155771.74,55.0,-0.341,274079.03,70.0,-0.434,212686.15,-0.62,1022344.48,Cooperator
12,2025-05-23,MSFT,sideways,0.04,52.5,0.021,372100.54,50.0,0.02,155401.38,55.0,0.022,297176.75,40.0,0.016,175321.32,0.04,1022753.42,Signal Follower
13,2025-05-20,MSFT,sideways,0.57,52.5,0.2992,383840.19,50.0,0.285,153632.15,55.0,0.3135,319311.73,40.0,0.228,143215.92,0.57,1028583.12,Signal Follower
14,2025-05-15,MSFT,sideways,0.52,50.43,0.2622,373054.53,50.0,0.26,147149.18,55.0,0.286,358315.16,46.67,0.2427,121481.14,0.52,1033931.75,Signal Follower
15,2025-05-12,MSFT,sideways,0.74,52.5,0.3885,379310.14,50.0,0.37,143389.4,55.0,0.407,379487.27,40.0,0.296,97813.18,0.74,1041582.84,Defector
16,2025-05-07,MSFT,sideways,-0.11,52.5,-0.0578,401537.41,70.0,-0.077,115657.56,55.0,-0.0605,388063.31,58.75,-0.0646,94741.72,-0.11,1040437.1,Tit-for-Tat
17,2025-05-02,MSFT,sideways,0.82,52.5,0.4305,384348.35,50.0,0.41,95776.46,55.0,0.451,421545.41,54.06,0.4433,98329.77,0.82,1048968.69,Defector
